gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
1.418,0.3483,0.4493,0.9727,0.1771,0.9804,0.9914,0.0069,0.9938
1.174,0.0122,0.8416,0.9989,0.9989,0.7839,0.9887,0.7802,0.9970
2.103,0.3553,0.9973,0.9987,0.9998,0.9922,0.9962,0.9976,0.9971
1.517,0.9942,0.2671,0.3366,0.2510,0.0028,0.9795,0.0005,0.9971
2.262,0.3977,0.9986,0.0012,0.0008,0.6241,0.0010,0.0061,0.9864
2.10,0.0978,0.9993,0.9923,0.9994,1.0000,0.0100,0.7445,0.9976
1.386,0.0522,0.7652,0.8230,0.4343,0.9986,0.0005,0.0107,0.9987
1.56,0.0130,0.9995,0.9949,0.9953,0.9966,0.0045,0.3145,0.9974
1.478,0.0560,0.9954,0.4236,0.9961,0.9058,0.2769,0.0001,0.9972
1.63,0.1483,0.9900,0.9984,0.9995,0.2176,0.0111,0.1996,0.9949
1.335,0.5435,0.9854,0.8677,0.7894,0.6026,0.9847,0.4325,0.7812
2.147,0.2334,0.5380,0.5497,0.9960,0.5882,0.0087,0.0077,0.9962
1.32,0.2013,0.9932,0.9424,0.9969,0.6313,0.0085,0.0007,0.9961
1.198,0.5319,0.5130,0.9943,0.9862,0.9983,0.0069,0.6190,0.9992
1.200,0.0618,0.9963,0.9922,0.9947,0.4432,0.0018,0.0018,0.9962
2.79,0.2804,0.9139,0.9896,0.9933,0.1001,0.7166,0.0024,0.9953
1.436,0.0552,0.9933,0.9978,0.9900,0.9045,0.9979,0.9963,0.9963
1.495,0.1118,0.3353,0.9862,1.0000,0.9947,0.0009,0.5386,0.9923
2.198,0.0384,0.9327,0.9925,0.0002,0.9981,0.0096,0.0013,0.9930
1.520,0.5220,0.7816,0.0071,0.0015,0.9952,0.9283,0.0007,1.0000
2.149,0.1197,0.9197,0.9561,0.0114,0.9924,0.9987,0.0065,0.9998
1.193,0.1451,0.3234,0.9954,0.4338,0.9991,0.0001,0.0093,0.9975
2.45,0.1948,0.9962,0.8465,0.9985,0.9995,0.0343,0.0037,0.9990
1.489,0.9378,0.6197,0.3848,0.0004,0.8562,0.8350,0.0043,0.9989
1.36,0.0345,0.9951,0.9972,0.9993,0.9973,0.9947,0.0965,0.9949
1.50,0.0067,0.6175,0.9991,0.9918,0.9997,0.4030,0.9912,0.9964
1.277,0.3543,0.9890,0.9958,0.9983,0.9224,0.8800,0.0007,0.9996
2.15,0.1054,0.9976,0.9982,0.9875,0.8520,0.9937,0.9948,0.9437
1.216,0.6934,0.4287,0.0019,0.9995,0.8318,0.9969,0.9962,0.9984
1.408,0.1805,0.6886,0.5067,0.9976,0.4172,0.0034,0.0022,0.9998
1.511,0.1390,0.1534,0.0043,0.9981,0.4083,0.0005,0.0138,0.9972
1.154,0.3100,0.8212,0.6504,0.6328,0.9988,0.0040,0.0066,0.9998
2.28,0.0753,0.9990,0.2603,0.9922,0.5369,0.9973,0.9991,0.9996
3.3,0.1115,0.9956,0.0846,0.9960,0.9989,0.9874,0.9941,0.9989
1.163,0.0206,0.8009,0.7609,0.9936,0.9889,0.0082,0.0002,0.9983
1.215,0.3159,0.5757,0.6814,0.9972,0.8375,0.0047,0.0066,0.9949
1.445,0.0422,0.0076,0.9922,0.0018,0.9900,0.0177,0.0012,0.9988
2.62,0.0799,0.9880,0.9817,0.8748,0.9991,0.0063,0.0071,0.9968
1.501,0.6863,0.5439,0.2803,0.0045,0.8828,0.9984,0.0020,0.9984
3.67,0.0843,0.9964,0.9998,0.9946,0.8079,0.9803,0.0355,0.9982
1.365,0.1896,0.5037,0.9997,0.9992,0.9971,0.0061,0.2713,0.9999
1.379,0.0688,0.5181,0.9993,0.9992,0.8994,0.0031,0.0087,0.9960
2.214,0.3712,0.9961,0.9987,0.5232,0.9981,0.0078,0.9590,0.9994
2.39,0.2861,0.4579,0.7410,0.5407,0.9993,0.9993,0.9235,0.9914
2.86,0.3819,0.7529,0.9844,0.0776,0.6060,0.9957,0.9865,0.9995
1.441,0.4769,0.9983,0.9977,0.7584,0.0099,0.2879,0.0046,0.9895
1.516,0.8001,0.0077,0.9969,0.0007,0.9960,0.9972,0.0005,0.9926
1.462,0.2007,0.0030,0.2031,0.4513,0.5166,0.9930,0.0049,0.9999
1.327,0.2999,0.6146,0.7023,0.9993,0.3876,0.0025,0.0110,0.9993
1.289,0.3489,0.7355,0.2776,0.9152,0.7021,0.0201,0.0064,0.9986
1.491,0.1258,0.3105,0.5289,0.9867,0.9993,0.0026,0.6176,0.9984
1.76,0.0077,0.9986,0.9987,0.9807,0.0048,0.0123,0.0019,0.9974
2.91,0.6182,0.9978,0.9952,0.3965,0.1465,0.0493,0.5332,0.9934
2.220,0.1823,0.6897,0.9950,0.0173,0.9200,0.0014,0.3102,0.9925
2.138,0.2876,0.4739,0.2513,0.0529,0.9967,0.0176,0.0024,0.9826
2.188,0.1061,0.9914,0.9970,0.0041,0.6022,0.0018,0.9986,0.9836
1.178,0.0258,0.9968,0.9900,0.9980,0.9968,0.9999,0.0092,0.9924
1.339,0.6408,0.3225,0.0069,0.6640,0.3719,0.0139,0.0223,0.9940
2.166,0.2818,0.5874,0.9938,0.9992,0.6657,0.9754,0.5864,0.9999
1.191,0.7316,0.3258,0.6743,0.4603,0.5405,0.0067,0.0025,0.9993
1.183,0.8293,0.2972,0.7664,0.9271,0.7782,0.0127,0.0021,0.9984
2.74,0.1862,0.6791,0.9886,0.6454,0.8354,0.9961,0.3283,0.9983
1.18,0.0314,0.9954,0.9943,0.9995,0.0051,0.9995,0.9987,0.9958
2.144,0.1053,0.9938,0.9716,0.9975,0.9848,0.0028,0.0016,0.9985
2.59,0.0384,0.4841,0.8052,0.9957,0.9961,0.4689,0.0057,0.9997
1.492,0.0736,0.5909,0.2319,0.9942,0.5727,0.0043,0.0014,0.9953
2.154,0.2713,0.7163,0.9997,0.9898,0.6212,0.0101,0.3321,0.9954
1.485,0.0863,0.9980,0.2336,0.9951,0.0083,0.0073,0.0038,0.9934
1.171,0.1333,0.9942,0.3891,0.9728,0.9916,0.0003,0.2332,0.9879
2.225,0.1095,0.3802,0.9882,0.9891,0.5342,0.0026,0.0043,0.9976
1.450,0.9985,0.5262,0.3668,0.0735,0.8724,0.3421,0.3854,0.9264
2.202,0.0901,0.8307,0.6821,0.9980,0.9978,0.0043,0.0032,0.9991
3.21,0.1908,0.3595,0.8667,0.9926,0.4450,0.4534,0.0029,0.9862
1.61,0.0215,0.3486,0.9998,0.9946,0.9996,0.0001,0.9178,0.9998
1.400,0.1522,0.3614,0.0037,0.9958,0.9159,0.0015,0.5168,0.9988
1.325,0.6510,0.6954,0.9959,0.4143,0.9805,0.9937,0.0033,0.9968
4.1,0.0728,0.9991,0.9985,0.9888,0.8133,0.9922,0.9954,0.6134
2.4,0.0637,0.7964,0.9936,0.9845,0.5280,0.2935,0.8702,0.9932
1.360,0.3264,0.7481,0.9972,0.9783,0.0027,0.0017,0.0677,0.9954
1.448,0.5479,0.1913,0.0034,0.0004,0.9943,0.0034,0.0026,0.9946
2.26,0.0730,0.9980,0.9992,0.1547,0.9935,0.7630,0.9949,0.9986
1.218,0.1277,0.9973,0.9936,0.9945,0.9906,0.0193,0.0017,0.9997
1.413,0.3374,0.7000,0.8362,0.9980,0.4814,0.0065,0.0046,0.9929
1.118,0.0281,0.9980,0.9956,0.5011,0.9947,0.3971,0.0001,1.0000
2.145,0.4959,0.4405,0.8830,0.9608,0.5035,0.0064,0.0069,0.9989
2.277,0.3134,0.2914,0.8850,0.8580,0.6138,0.0021,0.0173,0.9943
2.280,0.0582,0.7229,0.9934,0.4451,0.9996,0.9924,0.2414,0.9971
3.63,0.3259,0.1540,0.8582,0.9969,0.7273,0.0004,0.0002,0.9995
2.276,0.0340,0.6853,0.8588,0.9930,0.9957,0.0039,0.0624,0.9953
2.254,0.5071,0.2039,0.0139,0.9953,0.7635,0.0103,0.0027,0.9992
1.460,0.3476,0.9950,0.8613,0.9947,0.8104,0.0003,0.9860,0.9988
1.104,0.0172,0.6836,0.9978,0.8036,0.9952,0.0002,0.0028,0.9976
1.47,0.0152,0.9928,0.9914,0.9999,0.8178,0.9951,0.9957,0.9996
1.354,0.5226,0.9944,0.9898,0.0044,0.9998,0.2690,0.0083,0.9983
1.357,0.0197,0.9964,0.9976,0.8843,0.9969,0.7556,0.0016,0.9899
2.132,0.5387,0.6804,0.0012,0.9981,0.0029,0.4684,0.7968,0.9976
2.58,0.1999,0.9992,0.9947,0.0020,0.9955,0.0015,0.0008,0.9916
1.37,0.1328,0.9569,0.9931,0.9955,0.0173,0.0010,0.9995,0.9980
1.262,0.1540,0.5372,0.4494,0.9989,0.5307,0.0187,0.0038,0.9989
1.212,0.0086,0.9958,0.9821,0.5498,0.9950,0.0022,0.2600,0.9944
1.149,0.0424,0.9950,0.4078,0.9976,0.2983,0.0178,0.0010,0.9982
1.224,0.6046,0.4843,0.9832,0.0043,0.9870,0.9969,0.0101,0.9985
2.102,0.4711,0.9948,0.8984,0.9682,0.5288,0.0445,0.0063,0.9924
1.220,0.7748,0.8760,0.0804,0.9763,0.8910,0.0018,0.8734,0.9953
3.10,0.0903,0.2730,0.9996,0.9981,0.8939,0.9995,1.0000,0.9839
1.319,0.1704,0.3422,0.7850,0.9955,0.9210,0.0063,0.0047,0.9908
1.169,0.1133,0.5097,0.5113,0.9937,0.6231,0.9975,0.0002,0.9981
2.284,0.4947,0.5892,0.1948,0.8361,0.9615,0.0019,0.0054,0.9975
3.59,0.1628,0.5266,0.9988,0.1824,0.9998,0.9919,0.0004,0.9992
2.24,0.1424,0.4914,0.9627,0.9995,0.7547,0.0032,0.0002,0.9983
1.311,0.1524,0.6334,0.9971,0.9993,0.9891,0.0008,0.2389,0.9994
2.272,0.3751,0.9838,0.9990,0.9977,0.8167,0.9972,0.4187,0.9908
1.177,0.2509,0.3225,0.3436,0.9812,0.7741,0.0017,0.0028,0.9997
1.449,0.4925,0.0557,0.9974,0.2548,0.7188,0.0004,0.0050,0.9996
1.329,0.5757,0.8719,0.0013,0.9792,0.9394,0.0009,0.0090,0.9883
2.282,0.2202,0.7649,0.9916,0.9931,0.9988,0.0062,0.0020,0.9925
1.419,0.2392,0.9944,0.9981,0.9988,0.1062,0.0077,0.0085,0.9974
2.78,0.3077,0.9969,0.9907,0.7006,0.9909,0.9996,0.8567,0.9976
2.237,0.0815,0.0034,0.9145,0.9954,0.2392,0.9937,0.0004,0.9987
1.265,0.2477,0.6442,0.9902,0.9922,0.2305,0.9975,0.0427,0.9988
1.144,0.0763,0.9934,0.9984,0.9982,0.8309,0.0014,0.2185,0.9953
1.2,0.0000,0.9997,0.0113,0.9950,0.9901,0.0007,0.1045,0.9972
1.276,0.5120,0.9924,0.8494,0.9883,0.0049,0.0005,0.0011,0.9974
1.514,1.0000,0.1793,0.6919,0.6785,0.8049,0.1948,0.5326,0.1204
1.52,0.0883,0.3529,0.9966,0.0090,0.8386,0.9994,0.9909,0.9950
1.538,0.5390,0.2769,0.0861,0.9602,0.0051,0.0051,0.0015,0.9994
3.22,0.1056,0.9987,0.9988,0.5411,0.9994,0.0004,0.9990,0.9915
2.19,0.1174,0.9984,0.9999,0.9849,0.0259,0.5887,0.7459,0.9958
1.452,0.0083,0.1957,0.0139,0.9932,0.3719,0.0024,0.0001,0.9933
2.265,0.0929,0.9937,0.9920,0.4326,0.9879,0.9330,0.0002,0.9940
1.188,0.1482,0.9833,0.9960,0.9992,0.5103,0.9965,0.2228,0.9988
2.48,0.1900,0.9973,0.7443,0.9928,0.0052,0.1534,0.9996,0.6360
4.0,0.1910,0.4063,0.9988,0.8302,0.7677,0.0001,0.9976,0.0014
2.268,0.1465,0.6795,0.9596,0.9978,0.8264,0.0038,0.1923,0.9987
1.367,0.2102,0.1602,0.0019,0.7886,0.9965,0.0026,0.0104,0.9935
2.211,0.1223,0.5594,0.8035,0.7505,0.9971,0.0001,0.0007,0.9773
1.506,0.0742,0.5293,0.8070,0.2999,0.9884,0.0027,0.0026,0.9984
1.454,0.1523,0.1747,0.9964,0.9965,0.4032,0.0196,0.0056,0.9992
1.115,0.6949,0.8470,0.9954,0.0019,0.9938,0.0053,0.0334,0.0080
1.207,0.0489,0.9987,0.9971,0.8035,0.9906,0.0038,0.2498,0.9964
1.427,0.0106,0.0004,0.0035,0.0018,0.9977,0.3244,0.0040,0.9922
1.383,0.3086,0.3686,0.7496,0.9941,0.9818,0.0059,0.0048,0.9956
1.95,0.4294,0.9547,0.3916,0.9952,0.5784,0.0019,0.4070,0.9959
2.50,0.1633,0.9856,0.9959,0.3245,0.2752,0.9997,0.0190,0.9980
2.150,0.4590,0.9275,0.9961,0.8624,0.4816,0.9984,0.2392,0.9954
1.540,0.3274,0.7148,0.6487,0.6707,0.7729,0.0074,0.0023,0.9996
1.502,0.0589,0.8076,0.9996,0.9759,0.7980,0.0020,0.0616,0.9922
1.374,0.2613,0.0258,0.7249,0.9991,0.9996,0.0037,0.0049,0.9903
1.472,0.1360,0.0074,0.4911,0.9999,0.4374,0.0117,0.0033,0.9897
1.376,0.7838,0.1204,0.0057,0.1572,0.4042,0.9981,0.0012,0.9989
1.469,0.9978,0.8743,0.6151,0.4158,0.3874,0.3863,0.4855,0.7697
1.199,0.2552,0.1763,0.9976,0.9812,0.9732,0.0004,0.0662,0.9919
1.157,0.2901,0.6588,0.6689,0.9979,0.8402,0.0042,0.0007,0.9965
2.269,0.1411,0.9009,0.9950,0.9793,0.9992,0.0070,0.0009,0.9961
2.223,0.2623,0.5227,0.7071,0.9991,0.6298,0.0078,0.3848,0.9997
1.303,0.4676,0.5726,0.9931,0.9627,0.1893,0.0047,0.0004,0.9904
3.27,0.2522,0.9888,0.6909,0.9992,0.1822,0.9997,0.7625,0.9959
1.435,0.4999,0.1417,0.8580,1.0000,0.8102,0.0070,0.0002,0.9977
1.267,0.3666,0.7603,0.9999,0.1853,0.8438,0.9931,0.0054,0.9974
1.159,0.3685,0.5270,0.9984,0.5055,0.5446,0.0066,0.0044,0.9981
2.203,0.4805,0.8470,0.6041,0.5084,0.7885,0.0002,0.0000,0.9960
2.204,0.3768,0.0005,0.0013,0.0054,0.9994,0.1560,0.4162,0.9974
2.12,0.0926,0.9993,0.9917,0.7310,0.9741,0.0076,0.0023,0.9927
3.58,0.1871,0.5944,0.9983,0.9924,0.4851,0.8996,0.7638,0.9935
1.328,0.0824,0.9908,0.9989,0.9990,0.9980,0.0068,0.0054,0.9961
1.4,0.0027,0.9991,0.9973,0.9964,0.7252,0.0051,0.0209,0.9973
2.95,0.0713,0.9893,0.9997,0.1191,0.4983,0.0058,0.9998,0.9948
1.197,0.7770,0.7916,0.9371,0.5910,0.2603,0.3736,0.0001,0.9997
3.1,0.1226,0.9879,0.0052,0.9951,0.6168,0.9920,0.9957,0.2762
1.156,0.0093,0.7535,0.9927,0.9993,0.9992,0.0137,0.6445,0.9992
1.84,0.4104,0.9900,0.6194,0.9944,0.9821,0.9727,0.9935,1.0000
2.22,0.1654,0.4089,0.8474,0.9781,0.7586,0.0058,0.0263,0.9970
2.135,0.3423,0.9908,0.9912,0.9962,0.5653,0.9727,0.9959,0.9972
1.541,0.5438,0.3682,0.0035,0.9974,0.2953,0.0017,0.0038,0.9995
1.247,0.0049,0.9924,0.9962,0.6069,0.9977,0.0029,0.9938,0.9964
2.146,0.1303,0.9980,0.9934,0.9900,0.0050,0.7609,0.3452,0.9957
2.174,0.1449,0.6955,0.9964,0.9746,0.9958,0.9988,0.0080,0.9888
1.92,0.0331,0.9997,0.9968,0.9939,0.3372,0.0035,0.0036,0.9993
1.280,0.1606,0.4136,0.9990,0.9996,0.5436,0.0158,0.0114,0.9997
1.81,0.0173,0.9987,0.9909,0.9987,0.6172,0.0053,0.4114,0.9953
1.301,0.0304,0.9972,0.9956,0.9985,0.3675,0.3408,0.0054,0.9943
1.533,0.9838,0.1801,0.4892,0.4787,0.8577,0.8626,0.1262,0.9285
2.190,0.2120,0.9991,0.9967,0.1018,0.2278,0.0002,0.0011,0.9996
3.33,0.1357,0.9949,0.9939,0.0036,0.6034,0.9900,0.9973,0.9938
1.33,0.0029,0.6190,0.9890,0.9769,0.3444,0.0002,0.9102,0.9893
2.42,0.0415,0.9945,0.9925,0.9984,0.3524,0.9992,0.8274,0.9990
1.123,0.0684,0.6082,0.9959,0.9816,0.2191,0.0200,0.1330,0.9996
1.382,0.0798,0.4213,0.5384,0.9978,0.9423,0.3341,0.0004,0.9891
2.134,0.3935,0.8134,0.7590,0.9984,0.8000,0.9993,0.1191,0.9962
2.9,0.0577,0.9944,0.9946,0.9554,0.5844,0.1645,0.9951,0.9980
1.219,0.0693,0.4507,0.4376,0.8544,0.6768,0.0746,0.0182,0.9991
3.29,0.3921,0.0416,0.9788,0.6992,0.9790,0.9891,0.0033,0.9961
1.23,0.0016,0.9974,0.9993,0.9922,0.9994,0.4973,0.0742,0.9723
2.249,0.3879,0.9822,0.9639,0.3549,0.8760,0.0017,0.0004,0.9847
1.91,0.2187,0.9918,0.9849,0.5493,0.0009,0.0009,0.1874,0.9854
2.101,0.0254,0.7849,0.9577,0.9991,0.9992,0.0040,0.4784,0.9912
1.474,0.7681,0.7195,0.9975,0.5483,0.0002,0.9843,0.6501,0.9944
2.126,0.6805,0.9874,0.9991,0.1537,0.2500,0.9979,0.9998,0.9988
2.235,0.0260,0.2950,0.4149,0.9590,0.5236,0.0052,0.0015,0.9952
1.48,0.0207,0.7891,0.8864,0.9996,0.9975,0.0000,0.0003,0.9956
1.112,0.0424,0.8206,0.9986,0.9915,0.9922,0.0069,0.1350,0.9981
1.62,0.0583,0.9931,0.8494,0.9978,0.6377,0.9966,0.0551,0.9916
2.164,0.3781,0.9950,0.9958,0.1256,0.9957,0.9956,0.3066,0.9993
4.5,0.0877,0.8206,0.3913,0.9993,0.8354,0.9995,0.8447,0.9889
2.73,0.0232,0.9902,0.9953,0.9958,0.9519,0.9808,0.9982,0.9977
3.15,0.3072,0.9905,0.9929,0.5727,0.9302,0.0020,0.9823,0.9998
2.151,0.1027,0.9952,0.9965,0.9989,0.9991,0.9996,0.0017,0.7604
2.229,0.6759,0.9883,0.9837,0.0313,0.0016,0.0039,0.0077,0.9967
1.421,0.1573,0.9941,0.9926,0.9886,0.9987,0.0002,0.0022,0.9949
1.14,0.0031,0.5803,0.9931,0.9992,0.9899,0.0081,0.0052,0.9966
2.191,0.4587,0.5852,0.3914,0.9980,0.7182,0.0071,0.0006,0.9977
2.99,0.2341,0.8116,0.9959,0.7339,0.5755,0.9938,0.0474,0.9999
1.356,0.0347,0.9908,0.9955,0.9979,0.5807,0.0013,0.0025,0.9988
2.84,0.3837,0.8029,0.6993,0.9978,0.9965,0.9993,0.0004,0.9910
1.438,1.0000,0.3794,0.6163,0.2191,0.5393,0.1924,0.8596,0.4722
1.342,0.1855,0.9770,0.9967,0.9972,0.9763,0.0034,0.0007,0.9921
1.179,0.0125,0.9982,0.9759,0.9940,0.1592,0.9974,0.0023,0.9931
1.181,0.0299,0.9996,0.9901,0.9983,0.9007,0.0014,0.4799,0.9995
1.101,0.0326,0.6001,0.9964,0.9918,0.6253,0.0013,0.0072,0.9978
2.258,0.0507,0.9982,0.9974,0.9970,0.9938,0.0039,0.8272,0.9972
2.231,0.5495,0.1742,0.2196,0.0126,0.5525,0.9922,0.0020,0.9987
3.23,0.2181,0.0600,0.9920,0.5501,0.0032,0.9907,0.3121,0.9993
1.407,0.7558,0.0023,0.2617,0.0055,0.6786,0.9952,0.0002,0.9978
1.35,0.0092,0.6127,0.6210,0.9978,0.1660,0.0009,0.1242,0.9998
1.423,0.4606,0.4713,0.2499,0.9921,0.7021,0.9998,0.0017,0.9936
2.66,0.0457,0.3697,0.0026,0.9925,0.1393,0.0220,0.0070,0.9863
1.77,0.0135,0.9957,0.9996,0.0487,0.9985,0.0047,0.7234,0.9859
2.111,0.4253,0.6026,0.6174,0.9878,0.8772,0.9862,0.9991,0.9775
1.351,0.0784,0.4664,0.0484,0.3754,0.9917,0.9966,0.0017,0.9980
3.68,0.3038,0.0025,0.1082,0.9984,0.3868,0.0025,0.4098,0.9938
1.170,0.1972,0.9885,0.9929,0.6320,0.3350,0.9975,0.0042,0.9987
1.364,0.6257,0.8985,0.4514,0.9983,0.4995,0.9133,0.0043,0.9998
1.430,0.0574,0.4155,0.9942,0.0909,0.9985,0.1021,0.0042,0.9985
3.66,0.4209,0.9940,0.8805,0.9903,0.9953,0.9991,0.9983,0.9934
1.127,0.6447,0.9998,0.9978,0.0072,0.1503,0.0141,0.9988,0.9911
2.75,0.0467,0.9935,0.9934,0.9853,0.0019,0.1427,0.0495,0.9994
1.130,0.0091,0.7190,0.6688,0.9778,0.3301,0.9665,0.5948,0.9863
1.31,0.0060,0.9971,0.9958,0.9940,0.6606,0.9991,0.2849,0.9926
2.162,0.1978,0.9946,0.0257,0.9983,0.9943,0.9947,0.0034,0.9958
2.108,0.3455,0.0020,0.9963,0.9962,0.0116,0.0081,0.0077,0.9965
2.11,0.2330,0.9997,0.9743,0.5861,0.3141,0.9915,0.0420,1.0000
2.31,0.0982,0.7805,0.9961,0.9868,0.9975,0.5988,0.9932,0.9959
2.23,0.0292,0.6231,0.9838,0.9776,0.9985,0.9908,0.6431,0.9974
1.440,0.4165,0.9987,0.8662,0.9965,0.9406,0.0044,0.0038,0.9936
2.207,0.1921,0.7521,0.9937,0.9963,0.9939,0.0024,0.9980,0.9969
1.0,0.0018,0.9971,0.9902,0.0155,0.9368,0.9991,0.4247,0.9834
2.170,0.6564,0.3661,0.5872,0.7661,0.9932,0.5598,0.0022,0.9996
1.510,0.5120,0.0039,0.6284,0.9893,0.0329,0.0019,0.0022,0.9984
3.41,0.2718,0.7766,0.5175,0.9957,0.3529,0.7306,0.0011,0.9993
2.93,0.5069,0.3348,0.7292,0.5273,0.9952,0.9948,0.4420,0.9937
2.110,0.1306,0.8361,0.9829,0.9836,0.9953,0.0087,0.5760,0.9950
1.139,0.0068,0.9968,0.9926,0.0055,0.9992,0.9983,0.6906,0.9956
1.369,0.5391,0.0020,0.9987,0.9755,0.2594,0.9971,0.0056,0.9879
2.70,0.1069,0.1365,0.8399,0.9892,0.0074,0.0002,0.0022,0.9995
2.176,0.0096,0.9989,0.9985,0.9994,0.6209,0.2074,0.0036,0.9989
1.312,0.2197,0.7623,0.3034,0.9800,0.6342,0.0034,0.0009,0.9833
3.34,0.1833,0.2627,0.8198,0.9923,0.9829,0.6294,0.2220,0.9940
2.122,0.3323,0.9984,0.9963,0.4413,0.5935,0.2921,0.6035,0.9991
1.393,0.0048,0.9983,0.9927,0.4259,0.9952,0.0044,0.0028,0.9984
2.123,0.1296,0.7296,0.9756,0.9992,0.4123,0.0012,0.0040,0.9836
1.71,0.0032,0.9953,0.9987,0.9875,0.9990,0.0120,0.9988,0.9963
2.120,0.4692,0.4432,0.9905,0.3776,0.0039,0.0008,0.4119,0.9925
2.165,0.1157,0.7259,0.9195,0.9990,0.5254,0.0015,0.0145,0.9967
1.3,0.0124,1.0000,0.9932,0.9925,0.1685,0.0074,0.7588,0.9860
1.43,0.0225,0.8923,0.9983,0.8264,0.9975,0.9823,0.0742,0.9989
3.61,0.5157,0.2368,0.9906,0.4057,0.3071,0.3873,0.0027,0.9990
1.266,0.0961,0.9984,0.9966,0.9086,0.7280,0.0567,0.9818,0.9964
2.187,0.1023,0.4311,0.6556,0.9969,0.1975,0.0089,0.0026,0.9933
1.98,0.5034,0.2908,0.9994,0.6913,0.9899,0.3568,0.1137,0.9975
1.113,0.0109,0.9991,0.6338,0.9959,0.7720,0.1522,0.9995,0.9995
1.321,0.1214,0.5732,0.4618,0.9994,0.9916,0.0003,0.0041,0.9978
1.457,0.0421,0.8459,0.9900,0.9904,0.9945,0.0021,0.0023,0.9995
2.180,0.0333,0.5460,0.8141,0.9919,0.2751,0.0271,0.0334,0.9965
2.273,0.3610,0.5756,0.9924,1.0000,0.9975,0.0088,0.0018,0.9938
1.271,0.2610,0.9970,0.6634,0.9987,0.6178,0.0018,0.0014,0.9965
2.3,0.0175,0.9932,0.9969,0.7340,0.9674,0.9985,0.9926,0.9982
1.426,0.0621,0.1911,0.9831,0.9966,0.8968,0.0056,0.0016,0.9998
1.107,0.0543,0.3311,0.8979,0.8929,0.9954,0.0081,0.0062,0.9990
1.155,0.1079,0.5377,0.6243,0.9933,0.9927,0.0043,0.0018,0.9976
2.172,0.4331,0.9003,0.0103,0.9894,0.5104,0.0001,0.5695,0.9941
2.232,0.0326,0.7522,0.9989,0.9942,0.9987,0.0061,0.9968,0.9938
1.213,0.0297,0.7132,0.0028,0.9872,0.9976,0.0162,0.0012,0.9929
