gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
2.15,0.0993,0.9929,0.9997,0.9927,0.8351,0.9635,0.9951,0.8206
1.216,0.6945,0.4312,0.4607,0.9986,0.8185,0.9931,0.9953,0.9960
1.408,0.1551,0.6651,0.5716,0.9980,0.3774,0.0026,0.0013,0.9895
1.511,0.1370,0.1162,0.0193,0.9985,0.3514,0.0011,0.0031,0.9945
1.154,0.2542,0.7634,0.6685,0.6221,0.9981,0.0057,0.0060,0.9945
2.28,0.0728,0.9975,0.3099,0.9972,0.5201,0.9943,0.9992,0.9957
3.3,0.1110,0.9952,0.0762,0.9991,0.9948,0.9842,0.9982,0.9969
1.163,0.0173,0.8329,0.7482,0.9991,0.9980,0.0034,0.0002,0.9957
1.215,0.3047,0.5637,0.6976,0.9987,0.8411,0.0026,0.0006,0.9987
1.445,0.0770,0.4895,0.9984,0.0071,0.9986,0.0201,0.0163,0.9994
2.62,0.0784,0.9986,0.9948,0.8530,0.9973,0.0029,0.0027,0.9949
1.501,0.6835,0.9875,0.9981,0.0009,0.2749,0.9952,0.0047,0.9978
3.67,0.0827,0.9964,0.9997,0.9961,0.9021,0.9957,0.0046,0.9806
1.365,0.1856,0.4841,0.9863,0.9788,0.9991,0.0019,0.3361,0.9961
1.379,0.0608,0.5229,0.9827,0.9991,0.8464,0.0022,0.0033,0.9963
2.214,0.3629,0.9963,0.9999,0.4134,0.9894,0.0193,0.9949,0.9934
2.39,0.2802,0.4661,0.7250,0.5220,0.9997,0.9997,0.9569,0.9990
2.86,0.3975,0.5994,0.9990,0.0914,0.6446,0.9925,0.9977,0.9963
1.441,0.4549,0.9948,0.9872,0.7527,0.0034,0.3716,0.0020,0.9915
1.516,0.7998,0.0063,0.0876,0.0109,0.9930,0.9958,0.1528,0.9993
1.462,0.2008,0.0022,0.2731,0.4355,0.4895,0.9972,0.0054,0.9958
1.327,0.2759,0.6087,0.7043,0.9987,0.3996,0.0026,0.0009,0.9870
1.289,0.5046,0.9994,0.9976,0.6552,0.9979,0.9966,0.0185,0.9987
1.491,0.1208,0.3098,0.5310,0.9984,0.9990,0.0011,0.6206,0.9990
1.76,0.0056,0.9968,0.9930,0.9938,0.0058,0.0005,0.0049,0.9982
2.91,0.6020,0.9848,0.9942,0.3881,0.1141,0.0353,0.5497,0.9928
2.220,0.1703,0.6956,0.9959,0.0034,0.9318,0.0134,0.3570,1.0000
2.138,0.2904,0.5143,0.2908,0.1745,0.9945,0.0024,0.0058,0.9961
2.188,0.0971,0.9914,0.9928,0.0093,0.5639,0.0068,0.9925,0.9930
1.178,0.0223,0.9906,0.9966,1.0000,0.9936,0.9743,0.0058,0.9941
1.339,0.7148,0.9995,0.8653,0.0030,0.9927,0.9965,0.6800,0.9950
2.166,0.2591,0.5111,0.9979,0.9973,0.7195,0.6514,0.6107,0.9947
1.191,0.6967,0.3377,0.7128,0.5130,0.5821,0.0009,0.0014,0.9895
1.183,0.8191,0.2840,0.8321,0.9589,0.8157,0.0056,0.0002,0.9954
2.74,0.1612,0.6169,0.9974,0.5584,0.7975,0.9996,0.4148,0.9998
1.18,0.0310,0.9865,0.9907,0.9991,0.0019,0.9982,0.9892,0.9947
2.144,0.0961,0.9876,0.9307,0.9923,0.9988,0.0009,0.0163,0.9987
2.59,0.0359,0.4613,0.7692,0.9962,0.9924,0.3542,0.0129,0.9934
1.492,0.0797,0.7780,0.4784,0.9879,0.6556,0.0114,0.0007,0.9974
2.154,0.2492,0.7148,0.9985,0.9993,0.6106,0.0002,0.3886,0.9991
1.485,0.0791,0.9947,0.2444,1.0000,0.0110,0.0030,0.0020,0.9981
1.171,0.1151,0.9957,0.4258,0.9940,0.9905,0.0108,0.2422,0.9935
2.225,0.1076,0.4431,0.9971,0.9984,0.5577,0.0068,0.0044,0.9988
1.450,0.9985,0.8363,0.0465,0.2192,0.7834,0.2767,0.5515,0.8003
2.202,0.0885,0.8278,0.7140,0.9967,0.9998,0.0052,0.0071,0.9986
3.21,0.1769,0.3356,0.8694,0.9984,0.4670,0.2191,0.0021,0.9995
1.61,0.0177,0.3456,0.9994,0.9964,0.9957,0.0031,0.9977,0.9976
1.400,0.1472,0.3780,0.0793,0.9986,0.9122,0.0030,0.4987,0.9989
1.325,0.6378,0.7065,0.9976,0.4250,0.9965,0.9997,0.0032,0.9989
4.1,0.0714,0.9985,0.9981,0.9949,0.7904,0.9989,0.9992,0.5546
2.4,0.0559,0.9062,0.9930,0.9996,0.5220,0.4924,0.9614,0.9963
1.360,0.3120,0.7432,0.9998,0.9989,0.1164,0.0002,0.1071,0.9992
1.448,0.5486,0.2169,0.0022,0.0036,0.9959,0.0052,0.0074,0.9997
2.26,0.0705,0.9987,0.9940,0.0446,0.9927,0.7937,0.9991,0.9944
1.218,0.1250,0.9991,0.9963,0.9976,0.9988,0.0091,0.0031,0.9849
1.413,0.3086,0.7089,0.8519,0.9985,0.4615,0.0028,0.0064,1.0000
1.118,0.0225,0.9901,0.9991,0.4264,0.9949,0.8217,0.0149,0.9954
2.145,0.4718,0.4483,0.9180,0.9991,0.5467,0.0013,0.0032,0.9998
2.277,0.3204,0.2596,0.8135,0.8706,0.5800,0.0029,0.0063,0.9968
2.280,0.0498,0.7212,0.9945,0.4211,0.9997,0.9954,0.2680,0.9984
3.63,0.3244,0.1759,0.8622,0.9979,0.7379,0.0024,0.0118,0.9975
2.276,0.0321,0.6677,0.8512,0.9917,0.9933,0.0076,0.0583,0.9983
2.254,0.4957,0.2284,0.0027,0.9808,0.7545,0.0037,0.0052,0.9988
1.460,0.3056,0.9882,0.9066,0.9997,0.9806,0.0006,0.9923,0.9956
1.104,0.0132,0.6908,0.9997,0.8181,0.9992,0.0155,0.0036,0.9985
1.47,0.0136,0.9958,0.9997,0.9970,0.8128,0.9981,0.9887,0.9961
1.354,0.5172,0.9934,0.9979,0.0325,0.9916,0.3795,0.0053,0.9982
1.357,0.0167,0.9961,0.9975,0.8471,0.9999,0.7756,0.0046,0.9947
2.132,0.5378,0.6792,0.0064,0.9966,0.0010,0.4687,0.8215,0.9991
2.58,0.2008,0.9898,0.9958,0.0077,0.9943,0.0008,0.0574,0.9879
1.37,0.1164,0.9471,0.9960,0.9790,0.0016,0.0095,0.9964,0.9966
1.262,0.1414,0.5103,0.4903,0.9992,0.5202,0.0115,0.0013,0.9907
1.212,0.0079,0.9953,0.9706,0.5741,0.9993,0.0067,0.2522,0.9985
1.149,0.0365,0.9910,0.5079,0.9982,0.2614,0.0007,0.0074,0.9994
1.224,0.5833,0.4861,0.9988,0.0217,0.9943,0.9987,0.0011,0.9956
2.102,0.4497,0.9952,0.9004,0.9741,0.5338,0.1162,0.0038,0.9956
1.220,0.7651,0.8639,0.1182,0.9897,0.9251,0.0020,0.8860,0.9999
3.10,0.0880,0.2342,0.9938,0.9967,0.9283,0.9952,0.9990,0.9988
1.319,0.1542,0.3522,0.8100,0.9942,0.9125,0.0115,0.0001,0.9943
1.169,0.1047,0.4938,0.5072,0.9940,0.6167,0.9996,0.0125,0.9980
2.284,0.4950,0.6276,0.1945,0.8750,0.9899,0.0018,0.0007,0.9993
3.59,0.1614,0.5258,0.9960,0.2199,0.9955,0.9781,0.0056,0.9960
2.24,0.1280,0.5103,0.9662,0.9980,0.7308,0.0053,0.0158,0.9982
1.311,0.1542,0.6478,0.9591,0.9845,0.9971,0.0008,0.3011,0.9942
2.272,0.3681,0.9993,0.9999,0.9972,0.8325,0.9900,0.4647,0.9937
1.177,0.2440,0.2982,0.3465,0.9982,0.8362,0.0013,0.0043,0.9961
1.449,0.4663,0.0734,0.9993,0.2667,0.7367,0.0006,0.0002,0.9930
1.329,0.5744,0.8747,0.0018,0.9948,0.9641,0.1247,0.0042,0.9978
2.282,0.1982,0.7807,0.9968,0.9991,0.9898,0.0014,0.0023,0.9939
1.419,0.2111,0.9970,0.9986,0.9901,0.0754,0.0020,0.0015,0.9994
2.78,0.2892,0.9925,0.9921,0.7429,0.9885,0.9994,0.8529,0.9969
2.237,0.0781,0.0009,0.8992,0.9960,0.2337,0.9976,0.0002,0.9986
1.265,0.2158,0.6378,0.9993,0.9974,0.2403,0.9993,0.0508,0.9986
1.144,0.0633,0.9960,0.9935,0.9984,0.8736,0.0002,0.2409,0.9985
1.2,0.0000,0.9942,0.0048,0.9940,0.9829,0.0107,0.1009,0.9973
1.276,0.4431,0.6613,0.3789,0.9962,0.5880,0.0049,0.6231,0.9984
1.514,1.0000,0.6423,0.9873,0.9962,0.1589,0.7337,0.6590,0.6918
1.52,0.0748,0.3487,0.9858,0.0005,0.8456,0.9978,0.9914,0.9994
1.538,0.5229,0.1222,0.0169,0.9960,0.0061,0.0001,0.0001,0.9924
3.22,0.1005,0.9934,0.9965,0.6414,0.9923,0.0046,0.9965,0.9799
2.19,0.1065,0.9978,0.9950,0.9996,0.0216,0.5661,0.8787,0.9845
1.452,0.0186,0.4934,0.0075,0.9994,0.4940,0.0120,0.0131,0.9965
2.265,0.0860,0.9978,0.9911,0.3673,0.9996,0.9906,0.0021,0.9993
1.188,0.1415,0.9993,0.9981,0.9986,0.5064,0.9940,0.2487,0.9896
2.48,0.1902,0.9978,0.6897,0.9918,0.0012,0.0926,0.9996,0.6042
4.0,0.1861,0.4129,0.9947,0.8724,0.7992,0.0014,0.9944,0.0031
2.268,0.1433,0.6265,0.9394,0.9998,0.8406,0.0045,0.1541,0.9974
1.367,0.5300,0.1941,0.0004,0.9937,0.9769,0.0096,0.0014,0.9949
2.211,0.1018,0.4379,0.9124,0.8506,0.9991,0.0002,0.0009,0.9968
1.506,0.0691,0.5639,0.8104,0.4105,0.9987,0.0040,0.0068,0.9986
1.454,0.1281,0.1758,0.9980,0.9956,0.4146,0.0011,0.0004,0.9983
1.115,0.3744,0.5477,0.7759,0.9973,0.6157,0.9997,0.0005,0.9915
1.207,0.0419,0.9974,0.9980,0.7596,0.9997,0.0009,0.2279,0.9991
1.427,0.0140,0.0073,0.0038,0.0024,0.9906,0.6398,0.0066,0.9992
1.383,0.2826,0.3679,0.7346,0.9930,0.9775,0.0022,0.0009,0.9991
1.95,0.4287,0.9444,0.3925,0.9980,0.5832,0.0008,0.4171,0.9900
2.50,0.1481,0.9966,0.9987,0.3601,0.2805,0.9886,0.0004,0.9946
2.150,0.4435,0.9448,0.9965,0.8746,0.4696,0.9930,0.2420,0.9927
1.540,0.2963,0.9984,0.7588,0.7105,0.9009,0.0019,0.0080,0.9960
1.502,0.0450,0.8406,0.9992,0.9933,0.8140,0.0007,0.0846,0.9974
1.374,0.2554,0.0311,0.7448,0.9952,0.9853,0.0035,0.0003,0.9992
1.472,0.1673,0.0010,0.6438,0.9958,0.4992,0.0010,0.0116,0.9993
1.376,0.7901,0.1550,0.0021,0.2058,0.4210,0.9702,0.0040,0.9829
1.469,0.9978,0.2140,0.8838,0.4010,0.3110,0.8888,0.0561,0.6834
1.199,0.2265,0.2044,0.9988,0.9969,0.9841,0.0007,0.0582,0.9999
1.157,0.2659,0.7002,0.6618,0.9895,0.8473,0.0036,0.0006,0.9977
2.269,0.1347,0.9041,0.9832,0.9916,0.9789,0.0078,0.0066,0.9954
2.223,0.2538,0.5561,0.7079,0.9994,0.6501,0.0087,0.4062,0.9921
1.303,0.4281,0.6174,0.9942,0.9840,0.1436,0.0052,0.0111,0.9996
3.27,0.2403,0.9995,0.6936,0.9815,0.1636,0.9952,0.8883,0.9959
1.435,0.4773,0.1519,0.9074,0.9974,0.8069,0.0003,0.0061,0.9992
1.267,0.3469,0.7531,0.9983,0.1595,0.8196,0.9902,0.0133,0.9974
1.159,0.3347,0.5279,0.9981,0.5260,0.5425,0.0155,0.0016,0.9987
2.203,0.4818,0.8639,0.5158,0.5325,0.8612,0.0007,0.0031,0.9969
2.204,0.3745,0.0065,0.0102,0.0006,0.9998,0.1550,0.2661,0.9980
2.12,0.0787,0.9954,0.9958,0.8029,0.9770,0.0030,0.0009,0.9860
3.58,0.1799,0.6069,0.9998,0.9970,0.5069,0.9206,0.7192,0.9973
1.328,0.0715,0.9964,0.9940,0.9968,0.9922,0.0065,0.0010,0.9966
1.4,0.0020,0.9965,0.9996,0.9989,0.7431,0.0020,0.0019,0.9980
2.95,0.0660,0.9923,0.9940,0.1766,0.5001,0.0016,0.9937,0.9998
1.197,0.7422,0.8005,0.9498,0.5319,0.2338,0.3393,0.0007,0.9972
3.1,0.1235,0.9902,0.0052,0.9894,0.6346,0.9990,0.9810,0.3897
1.156,0.0076,0.7464,0.9926,0.9991,0.9737,0.0519,0.6985,0.9912
1.84,0.3917,0.9958,0.6090,0.9994,0.9806,0.9993,0.9924,0.9881
2.22,0.1587,0.4631,0.8792,0.9872,0.7045,0.0166,0.0021,0.9972
2.135,0.3403,0.9996,0.9989,0.9912,0.5563,0.9974,0.9949,0.9978
1.541,0.5517,0.2936,0.0047,0.9955,0.3183,0.0010,0.0011,0.9993
1.247,0.0046,0.9928,0.9989,0.6229,0.9975,0.0080,0.9979,0.9847
2.146,0.1193,0.9986,0.9896,0.9970,0.0030,0.8078,0.4713,0.9940
2.174,0.1352,0.7188,0.9968,0.9836,0.9997,0.9943,0.0034,0.9948
1.92,0.0276,0.9954,0.9991,0.9972,0.3231,0.0048,0.0021,0.9978
1.280,0.1392,0.4133,0.9978,0.9960,0.5384,0.0022,0.0121,0.9989
1.81,0.0131,0.9972,0.9975,0.9989,0.6275,0.0013,0.4296,0.9962
1.301,0.0258,0.9998,0.9906,0.9969,0.3741,0.4716,0.0005,0.9981
1.533,0.9838,0.3671,0.3018,0.1255,0.9748,0.5311,0.3494,0.9030
2.190,0.1945,0.9957,0.9893,0.1767,0.3159,0.0010,0.0027,0.9993
3.33,0.1301,0.9996,0.9998,0.0224,0.6581,0.9956,0.9927,0.9932
1.33,0.0029,0.6313,0.9789,0.9519,0.4118,0.1006,0.6511,0.9972
2.42,0.0413,0.9827,0.9968,0.9989,0.3996,0.9935,0.7850,0.9990
1.123,0.0576,0.6383,0.9993,0.9862,0.1750,0.0015,0.1918,0.9973
1.382,0.0723,0.4116,0.5594,0.9998,0.9489,0.3608,0.0094,0.9924
2.134,0.3718,0.8755,0.7936,0.9996,0.7431,0.9959,0.0547,0.9997
2.9,0.0554,0.9959,0.9976,0.9919,0.6302,0.2808,0.9844,1.0000
1.219,0.0693,0.3919,0.2945,0.8244,0.8032,0.2185,0.0001,0.9957
3.29,0.3901,0.0648,0.9611,0.7025,0.9550,0.9848,0.0108,0.9977
1.23,0.0013,0.9972,0.9981,0.9969,0.9998,0.4159,0.1624,0.9994
2.249,0.3760,0.9826,0.9987,0.3013,0.8581,0.0041,0.0095,0.9971
1.91,0.1489,0.9809,0.9932,0.5883,0.0053,0.0005,0.2141,0.9904
2.101,0.0232,0.7706,0.9573,0.9997,0.9976,0.0034,0.5218,0.9995
1.474,0.7267,0.0178,0.9098,0.7679,0.0025,0.0002,0.0050,0.9984
2.126,0.6447,0.2697,0.6761,0.9985,0.4902,0.0164,0.7671,0.9976
2.235,0.0297,0.4603,0.2338,0.9694,0.5815,0.0098,0.0083,0.9904
1.48,0.0168,0.8210,0.9416,0.9976,0.9997,0.0100,0.0001,0.9946
1.112,0.0370,0.8217,0.9985,0.9851,0.9995,0.0053,0.1397,0.9975
1.62,0.0512,0.9990,0.8778,0.9924,0.6259,0.9993,0.0487,0.9889
2.164,0.3729,0.9989,0.9992,0.1286,0.9981,0.9922,0.3485,0.9838
4.5,0.0867,0.8666,0.4327,0.9960,0.8543,0.9992,0.8149,0.9909
2.73,0.0214,0.9921,0.9952,0.9806,0.9659,0.9779,0.9738,0.9918
3.15,0.3183,0.9821,0.9905,0.5479,0.8316,0.0005,0.9979,0.9983
2.151,0.0956,0.9989,0.9988,0.9970,0.9990,0.9891,0.0049,0.6991
2.229,0.5618,0.0006,0.9728,0.4067,0.8601,0.0034,0.0018,0.9991
1.421,0.1485,0.9985,0.9967,0.9972,0.9945,0.0058,0.0080,0.9979
1.14,0.0026,0.5748,0.9998,0.9941,0.9993,0.0034,0.0269,0.9995
2.191,0.4571,0.6083,0.4452,0.9988,0.7219,0.0124,0.0061,0.9999
2.99,0.2300,0.9473,0.9976,0.7938,0.5552,0.9999,0.0120,0.9967
1.356,0.0281,0.9969,0.9946,0.9904,0.6097,0.0147,0.0001,0.9970
2.84,0.3620,0.8838,0.7149,0.9986,0.9977,0.9996,0.0037,0.9974
1.438,0.9999,0.3958,0.5728,0.2107,0.7076,0.9714,0.2909,0.3147
1.342,0.1413,0.9997,0.9990,0.9914,0.9996,0.0038,0.0066,0.9994
1.179,0.0105,0.9895,0.9988,0.9999,0.1709,0.9994,0.0043,0.9880
1.181,0.0249,0.9952,0.9851,0.9967,0.9413,0.0135,0.5380,0.9990
1.101,0.0273,0.6390,0.9880,0.9993,0.6280,0.0011,0.0092,0.9969
2.258,0.0433,0.9998,0.9959,0.9995,0.9974,0.0080,0.8699,0.9990
2.231,0.5683,0.4013,0.5732,0.0011,0.6674,0.9989,0.0031,0.9991
3.23,0.2055,0.1202,0.9801,0.5529,0.0083,0.9877,0.2878,0.9950
1.407,0.5986,0.0065,0.3483,0.0016,0.9985,0.9229,0.0006,0.9961
1.35,0.0084,0.6230,0.7485,0.9958,0.0749,0.0034,0.1135,0.9948
1.423,0.4422,0.4660,0.2859,0.9994,0.7138,0.9963,0.0074,0.9997
2.66,0.0850,0.2395,0.0129,0.9957,0.2711,0.1975,0.0024,0.9953
1.77,0.0112,0.9896,0.9951,0.0875,0.9930,0.0074,0.8946,0.9923
2.111,0.4016,0.5060,0.3509,0.9950,0.8272,0.0075,0.9566,0.9985
1.351,0.1660,0.4605,0.5110,0.7419,0.9966,0.9992,0.0046,0.9989
3.68,0.2986,0.0051,0.0559,0.9984,0.4047,0.0075,0.3894,0.9982
1.170,0.1651,0.9945,0.9996,0.6470,0.3477,0.9999,0.0051,0.9847
1.364,0.6326,0.9047,0.3796,0.9949,0.4954,0.9858,0.0129,0.9937
1.430,0.0497,0.3955,0.9996,0.0795,0.9909,0.1480,0.0124,0.9968
3.66,0.4224,0.9955,0.8328,0.9897,0.9853,0.9979,0.9980,0.9976
1.127,0.6368,0.9991,0.9975,0.0011,0.1472,0.0076,0.9952,0.9900
2.75,0.0463,0.9937,0.9937,0.9969,0.0017,0.1721,0.1112,0.9865
1.130,0.0091,0.7966,0.6370,0.9696,0.1978,0.9970,0.6756,0.9815
1.31,0.0045,0.9983,0.9933,0.9995,0.6693,0.9983,0.3226,0.9938
2.162,0.1950,0.9905,0.0016,0.9950,0.9998,0.9984,0.0000,0.9981
2.108,0.3450,0.0017,0.9991,0.9954,0.0046,0.0566,0.0056,0.9923
2.11,0.2122,0.9975,0.9812,0.5833,0.2919,0.9775,0.0846,0.9925
2.31,0.0818,0.7501,0.9998,0.9965,0.9896,0.5541,0.9892,0.9845
2.23,0.0259,0.6273,0.9953,0.9558,0.9991,0.9939,0.6812,0.9985
1.440,0.3713,0.9990,0.9953,0.9927,0.9931,0.0037,0.0028,0.9952
2.207,0.1967,0.7146,0.9829,0.9991,0.9690,0.0084,0.9966,0.9973
1.0,0.0017,0.9999,0.9600,0.0110,0.9827,0.9909,0.3805,0.9950
2.170,0.6443,0.4070,0.6217,0.7915,0.9978,0.5609,0.0078,0.9981
1.510,0.6114,0.1104,0.9978,0.9906,0.2477,0.0095,0.0020,0.9934
3.41,0.2672,0.7967,0.5689,0.9980,0.3216,0.8543,0.0019,0.9995
2.93,0.5030,0.3031,0.7522,0.5004,0.9945,0.9982,0.4531,0.9935
2.110,0.1183,0.8214,0.9978,0.9728,0.9967,0.0038,0.5430,0.9982
1.139,0.0054,0.9961,0.9970,0.0169,0.9982,0.9910,0.7325,0.9975
1.369,0.5325,0.0014,0.9958,0.9926,0.2632,0.9842,0.0023,0.9911
2.70,0.1267,0.1884,0.9867,0.9855,0.0029,0.0007,0.0067,0.9998
2.176,0.0093,0.9841,0.9939,0.9991,0.6119,0.1882,0.0029,0.9967
1.312,0.2051,0.7208,0.4822,0.9937,0.6275,0.0143,0.0032,0.9976
3.34,0.1795,0.2468,0.7586,0.9987,0.9993,0.6016,0.2605,0.9763
2.122,0.3125,0.9942,0.9976,0.3550,0.5509,0.5378,0.6491,0.9998
1.393,0.0042,0.9754,0.9896,0.4229,0.9994,0.0017,0.0125,0.9959
2.123,0.0742,0.7594,0.7715,0.9826,0.3611,0.0041,0.0051,0.9983
1.71,0.0025,0.9949,0.9967,0.9986,0.9979,0.0126,0.9971,0.9960
2.120,0.4568,0.4661,0.9978,0.4459,0.0037,0.0030,0.5730,0.9927
2.165,0.1048,0.7457,0.8951,0.9927,0.5460,0.0007,0.0053,0.9992
1.3,0.0096,0.9950,0.9956,0.9865,0.1652,0.0004,0.8105,0.9978
1.43,0.0202,0.8868,0.9876,0.8400,0.9890,0.9867,0.0721,0.9960
3.61,0.5120,0.2400,0.9919,0.3893,0.2948,0.4800,0.0018,0.9975
1.266,0.0784,0.9980,0.9972,0.9246,0.7097,0.0638,0.9985,0.9898
2.187,0.1223,0.5614,0.7386,0.9961,0.1648,0.0021,0.0060,0.9984
1.98,0.4718,0.3029,0.9968,0.7409,0.9932,0.2185,0.1862,0.9883
1.113,0.0107,0.9989,0.5906,0.9990,0.7830,0.0294,0.9955,0.9953
1.321,0.1129,0.5701,0.4827,0.9974,0.9579,0.0018,0.0037,0.9996
1.457,0.0365,0.8585,0.9981,0.9982,0.9999,0.0012,0.0027,0.9985
2.180,0.0327,0.6192,0.7489,0.9988,0.2805,0.0138,0.0415,0.9862
2.273,0.3401,0.6480,0.9982,0.9947,0.9997,0.0036,0.0028,0.9998
1.271,0.2366,0.9986,0.6645,0.9998,0.6358,0.0071,0.0004,0.9886
2.3,0.0165,0.9982,0.9953,0.7130,0.9889,0.9906,0.9939,0.9982
1.426,0.0551,0.1919,0.9985,0.9971,0.9056,0.0056,0.0011,0.9982
1.107,0.0475,0.3482,0.8977,0.8722,0.9982,0.0011,0.0003,0.9977
1.155,0.1055,0.5269,0.6609,0.9934,0.9923,0.0149,0.0096,0.9961
2.172,0.1785,0.9325,0.0011,0.9976,0.6787,0.0049,0.0104,0.9926
2.232,0.0290,0.7319,0.9934,1.0000,0.9998,0.0001,0.9955,0.9890
1.213,0.0278,0.7112,0.0042,0.9951,0.9965,0.0101,0.0020,0.9952
