gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
2.262,0.3977,0.9954,0.0010,0.0161,0.6311,0.0084,0.0050,0.9955
2.10,0.0976,0.9968,0.9998,0.9995,0.9995,0.0031,0.7357,0.9960
1.386,0.0535,0.7499,0.8325,0.4373,0.9944,0.0009,0.0070,0.9919
1.56,0.0132,0.9962,0.9892,0.9937,0.9999,0.0023,0.3139,0.9994
1.478,0.0571,0.9859,0.4249,0.9989,0.9052,0.2224,0.0034,0.9967
1.63,0.1493,0.9935,0.9923,0.9943,0.2123,0.0069,0.2225,0.9989
1.335,0.5436,0.9898,0.8875,0.6841,0.5279,0.9979,0.3792,0.7418
2.147,0.2316,0.5484,0.5394,0.9943,0.5845,0.0061,0.0052,0.9998
1.32,0.2024,0.9943,0.9230,0.9983,0.6355,0.0059,0.0008,0.9865
1.198,0.5322,0.5091,0.9950,0.9795,0.9971,0.0010,0.6328,0.9977
1.200,0.0638,0.9968,0.9956,0.9965,0.4421,0.0061,0.0065,0.9881
2.79,0.2807,0.8938,0.9994,0.9991,0.1044,0.6990,0.0049,0.9890
1.436,0.0552,0.9970,0.9944,0.9963,0.9193,0.9973,0.9994,0.9922
1.495,0.1132,0.3401,0.9876,0.9989,1.0000,0.0066,0.5314,0.9815
2.198,0.0382,0.9482,0.9983,0.0050,0.9979,0.0004,0.0088,0.9999
1.520,0.4228,0.0702,0.0057,0.4668,0.2706,0.8426,0.0072,0.9951
2.149,0.1231,0.9356,0.9443,0.0096,0.9984,0.9987,0.0001,0.9949
1.193,0.1467,0.3110,0.9949,0.4208,0.9897,0.0018,0.0051,0.9990
2.45,0.1966,0.9906,0.8389,0.9956,0.9993,0.0078,0.0025,0.9930
1.489,0.9377,0.6138,0.4063,0.0015,0.8455,0.7958,0.0004,0.9962
1.36,0.0357,0.9773,0.9981,0.9962,0.9944,0.9943,0.0898,0.9999
1.50,0.0068,0.6248,0.9923,0.9979,0.9996,0.3964,0.9935,0.9980
1.277,0.3585,0.9979,0.9942,0.9981,0.9228,0.8755,0.0018,0.9946
2.15,0.1051,0.9989,0.9994,0.9959,0.8528,0.9976,0.9939,0.9576
1.216,0.6937,0.4316,0.0021,0.9985,0.8242,0.9855,0.9983,0.9997
1.408,0.1820,0.7024,0.5263,0.9902,0.4019,0.0005,0.0045,1.0000
1.511,0.1388,0.1098,0.0067,0.9943,0.3773,0.0057,0.0005,0.9987
1.154,0.3132,0.8193,0.6461,0.6048,0.9833,0.0100,0.0057,0.9964
2.28,0.0755,0.9971,0.2481,0.9979,0.5165,0.9791,0.9983,0.9981
3.3,0.1112,0.9967,0.0862,0.9984,0.9936,0.9985,0.9990,0.9787
1.163,0.0205,0.7927,0.7542,0.9936,0.9986,0.0043,0.0033,0.9982
1.215,0.3159,0.5810,0.6776,0.9905,0.8554,0.0048,0.0080,0.9997
1.445,0.0419,0.0037,0.9893,0.0027,0.9948,0.0001,0.0061,0.9946
2.62,0.0797,0.9961,0.9866,0.8819,0.9997,0.0034,0.0071,0.9977
1.501,0.6907,0.9986,0.9894,0.0022,0.2466,0.9991,0.0008,0.9970
3.67,0.0841,0.9991,0.9949,0.9991,0.8358,0.9998,0.0076,0.9988
1.365,0.1895,0.5138,0.9989,0.9919,0.9987,0.0058,0.2485,0.9984
1.379,0.0678,0.5070,0.9782,0.9995,0.8667,0.0018,0.0027,0.9990
2.214,0.3711,0.9983,0.9993,0.4881,0.9910,0.0002,0.9441,0.9983
2.39,0.2862,0.4700,0.7420,0.5400,0.9975,0.9956,0.9077,0.9990
2.86,0.3809,0.7282,0.9985,0.0988,0.6279,0.9959,0.9978,0.9964
1.441,0.4751,0.9948,0.9995,0.7477,0.0022,0.2565,0.0001,0.9861
1.516,0.8001,0.0047,0.9959,0.0112,0.9983,0.9952,0.0066,0.9976
1.462,0.2074,0.0032,0.2074,0.4716,0.5121,0.9902,0.0011,0.9996
1.327,0.2982,0.6077,0.6877,0.9982,0.3860,0.0068,0.0051,0.9999
1.289,0.3423,0.7673,0.2606,0.9502,0.7334,0.0116,0.0025,0.9863
1.491,0.1297,0.3101,0.5160,0.9800,0.9900,0.0035,0.6111,0.9932
1.76,0.0074,0.9862,0.9980,0.9964,0.0017,0.0022,0.0015,0.9918
2.91,0.6183,0.9946,0.9996,0.4223,0.1896,0.0562,0.5034,0.9988
2.220,0.1818,0.7004,0.9946,0.0039,0.9114,0.0003,0.2997,0.9986
2.138,0.2842,0.4858,0.2509,0.0725,0.9973,0.0382,0.0007,0.9922
2.188,0.1054,0.9947,0.9976,0.0010,0.5877,0.0067,0.9904,0.9988
1.178,0.0253,1.0000,0.9999,0.9946,0.9989,0.9991,0.0036,0.9990
1.339,0.7168,0.9991,0.8755,0.0015,0.9948,0.9914,0.6441,0.9972
2.166,0.2843,0.5778,0.9969,0.9895,0.7006,0.9897,0.4869,0.9990
1.191,0.7412,0.3573,0.6439,0.5819,0.6253,0.0093,0.0085,0.9943
1.183,0.8295,0.2997,0.7676,0.9116,0.7815,0.0060,0.0000,0.9948
2.74,0.1841,0.6019,0.9996,0.5167,0.7424,0.9975,0.3492,0.9989
1.18,0.0315,0.9993,0.9953,0.9964,0.0034,0.9987,0.9984,0.9922
2.144,0.1052,0.9849,0.9738,0.9960,0.9929,0.0001,0.0029,0.9993
2.59,0.0383,0.4802,0.8223,0.9932,0.9985,0.4704,0.0025,0.9990
1.492,0.0736,0.5698,0.2191,0.9934,0.5622,0.0049,0.0032,0.9976
2.154,0.3719,0.9991,0.9983,0.0051,0.9973,0.9904,0.9980,0.9991
1.485,0.0855,0.9922,0.2290,0.9970,0.0052,0.0057,0.0045,0.9977
1.171,0.1299,0.9933,0.3819,0.9986,0.9998,0.0027,0.2614,0.9989
2.225,0.1079,0.3873,0.9862,0.9999,0.5376,0.0061,0.0001,0.9979
1.450,0.9985,0.4064,0.5442,0.0757,0.8490,0.0316,0.1248,0.6698
2.202,0.0902,0.8265,0.6630,0.9990,0.9995,0.0037,0.0041,0.9961
3.21,0.1899,0.3683,0.9088,0.9863,0.4185,0.2027,0.0023,0.9991
1.61,0.0222,0.3764,0.9903,0.9983,0.9865,0.0010,0.9993,0.9993
1.400,0.1530,0.3768,0.0430,0.9995,0.9168,0.0017,0.5043,0.9925
1.325,0.6513,0.7188,0.9962,0.4352,0.9966,0.9996,0.0115,0.9937
4.1,0.0728,0.9986,0.9989,0.9991,0.8136,0.9991,0.9965,0.6149
2.4,0.0623,0.8455,0.9978,0.9971,0.5400,0.3776,0.8632,0.9978
1.360,0.3252,0.7393,0.9951,0.9932,0.0266,0.0073,0.0787,0.9980
1.448,0.5486,0.1766,0.0005,0.0097,0.9861,0.0022,0.0010,0.9975
2.26,0.0731,0.9981,0.9992,0.1420,0.9902,0.7413,0.9889,0.9977
1.218,0.1275,0.9999,0.9910,0.9985,0.9936,0.0144,0.0014,0.9998
1.413,0.3375,0.6821,0.8028,0.9912,0.5096,0.0032,0.0033,0.9989
1.118,0.0282,0.9984,0.9987,0.3890,0.9886,0.9974,0.0015,0.9958
2.145,0.4942,0.4312,0.8810,0.9608,0.5220,0.0055,0.0015,0.9961
2.277,0.3135,0.2648,0.9860,0.9124,0.6460,0.0039,0.0070,0.9993
2.280,0.0601,0.7207,0.9851,0.4480,0.9975,0.9989,0.2496,0.9917
3.63,0.3268,0.1502,0.8496,0.9997,0.7127,0.0068,0.0025,0.9979
2.276,0.0338,0.6834,0.8273,0.9878,0.9988,0.0032,0.1119,0.9986
2.254,0.5082,0.1928,0.0103,0.9969,0.7501,0.0086,0.0048,0.9974
1.460,0.3493,0.9968,0.8704,0.9939,0.8456,0.0141,0.9899,0.9964
1.104,0.0171,0.6830,0.9993,0.8062,0.9972,0.0108,0.0025,0.9993
1.47,0.0161,0.9955,0.9970,0.9716,0.8102,0.9983,0.9915,0.9914
1.354,0.5225,0.9998,0.9900,0.0047,0.9992,0.2742,0.0070,0.9957
1.357,0.0196,0.9979,0.9964,0.9020,0.9978,0.7636,0.0003,0.9922
2.132,0.5401,0.6708,0.0018,0.9901,0.0010,0.4750,0.7733,0.9850
2.58,0.1997,0.9978,0.9978,0.0021,0.9996,0.0034,0.0175,0.9966
1.37,0.1875,0.9932,0.9989,0.9002,0.0793,0.9970,0.8243,0.9977
1.262,0.1526,0.5271,0.4435,0.9980,0.5400,0.0033,0.0040,0.9929
1.212,0.0086,0.9955,0.9886,0.5600,0.9916,0.0087,0.2433,0.9946
1.149,0.0415,0.9988,0.4075,0.9993,0.2907,0.0004,0.0009,0.9996
1.224,0.6033,0.4938,0.9937,0.0054,0.9977,0.9841,0.0087,0.9977
2.102,0.4824,0.9944,0.8514,0.7175,0.3680,0.0019,0.0030,0.9924
1.220,0.7751,0.8674,0.0739,0.9839,0.9036,0.0004,0.8680,0.9927
3.10,0.0904,0.3093,0.9967,0.9741,0.9097,0.9960,0.9967,0.9983
1.319,0.1678,0.3271,0.7694,0.9955,0.9400,0.0098,0.0026,0.9992
1.169,0.1188,0.4724,0.5096,0.9993,0.6550,0.9790,0.0000,0.9963
2.284,0.4958,0.6149,0.1833,0.8536,0.9683,0.0019,0.0003,0.9973
3.59,0.1640,0.5231,0.9983,0.1735,0.9907,0.9954,0.0020,0.9908
2.24,0.1452,0.4839,0.9589,0.9994,0.7523,0.0038,0.0150,0.9978
1.311,0.2527,0.0273,0.6670,0.9934,0.9903,0.0311,0.0039,0.9983
2.272,0.3750,0.9946,0.9983,0.9979,0.8175,0.9804,0.4227,0.9999
1.177,0.2507,0.3015,0.3467,0.9888,0.8141,0.0050,0.0009,0.9987
1.449,0.4952,0.0591,0.9988,0.2581,0.7389,0.0017,0.0018,0.9924
1.329,0.5757,0.8900,0.0030,0.9938,0.9746,0.1675,0.0104,0.9942
2.282,0.2221,0.7564,0.9836,0.9961,0.9995,0.0008,0.0033,0.9835
1.419,0.2374,0.9994,0.9946,0.9967,0.0898,0.0036,0.0058,0.9964
2.78,0.3096,0.9983,0.9897,0.6659,0.9636,0.9933,0.8382,0.9921
2.237,0.0824,0.0197,0.9000,0.9927,0.2429,0.9982,0.0012,0.9993
1.265,0.2569,0.6447,0.9989,0.9960,0.2307,0.9939,0.0537,0.9989
1.144,0.0770,0.9916,0.9977,0.9964,0.8489,0.0211,0.2425,0.9970
1.2,0.0000,0.9957,0.0018,0.9999,0.9976,0.0061,0.0975,0.9981
1.276,0.5118,0.9963,0.8452,0.9956,0.0034,0.0054,0.0020,0.9986
1.514,1.0000,0.8140,0.8906,0.9653,0.1036,0.9304,0.7649,0.4563
1.52,0.0902,0.3402,0.9981,0.0017,0.8562,0.9983,0.9923,0.9969
1.538,0.5378,0.2647,0.0980,0.9882,0.0086,0.0055,0.0039,0.9993
3.22,0.1058,0.9889,0.9992,0.5487,0.9953,0.0073,0.9991,0.9898
2.19,0.1167,0.9929,0.9975,0.9922,0.0055,0.3664,0.9959,0.9978
1.452,0.0082,0.1903,0.0127,0.9953,0.3772,0.0009,0.0056,0.9960
2.265,0.0930,0.9984,0.9871,0.4573,0.9962,0.8788,0.0032,0.9966
1.188,0.1526,0.9934,0.9999,0.9948,0.5076,0.9952,0.2125,0.9963
2.48,0.1892,0.9997,0.7348,0.9984,0.0035,0.1162,0.9987,0.6253
4.0,0.1915,0.4185,0.9957,0.8358,0.7691,0.0058,0.9991,0.0167
2.268,0.1471,0.7523,0.9369,0.9941,0.8105,0.0126,0.2124,0.9964
1.367,0.2061,0.1562,0.0111,0.7627,0.9963,0.0102,0.0004,0.9992
2.211,0.1171,0.5409,0.8307,0.7316,0.9973,0.0014,0.0001,0.9992
1.506,0.0737,0.5218,0.7992,0.3053,0.9928,0.0120,0.0011,0.9978
1.454,0.1488,0.1743,0.9943,0.9909,0.4110,0.0041,0.0132,0.9977
1.115,0.4378,0.5616,0.7083,0.9945,0.6315,0.9928,0.0050,0.9990
1.207,0.0496,0.9882,0.9961,0.8259,0.9757,0.0057,0.2588,0.9963
1.427,0.0107,0.0061,0.0174,0.0058,0.9957,0.3548,0.0006,0.9993
1.383,0.3118,0.3699,0.7357,0.9929,0.9220,0.0022,0.0019,0.9987
1.95,0.4324,0.9459,0.4027,0.9915,0.5849,0.0033,0.4097,0.9905
2.50,0.1600,0.9983,0.9961,0.2755,0.2328,0.9968,0.0023,0.9919
2.150,0.4592,0.9672,0.9968,0.7586,0.4130,0.9971,0.1044,0.9960
1.540,0.3362,0.6520,0.6308,0.6253,0.7208,0.0066,0.0036,0.9909
1.502,0.0575,0.8066,0.9949,0.9945,0.7947,0.0032,0.0673,0.9983
1.374,0.2588,0.0213,0.7330,0.9988,0.9990,0.0013,0.0003,0.9952
1.472,0.1344,0.0001,0.5041,0.9902,0.4457,0.0068,0.0040,0.9985
1.376,0.7899,0.1237,0.0101,0.1470,0.3922,0.9973,0.0061,0.9897
1.469,0.9978,0.7576,0.5150,0.1790,0.5466,0.0033,0.2912,0.3945
1.199,0.2516,0.1946,0.9986,0.9930,0.9726,0.0011,0.0444,0.9994
1.157,0.2902,0.6542,0.6614,0.9987,0.8382,0.0016,0.0070,0.9976
2.269,0.1407,0.9057,0.9971,0.9909,0.9913,0.0045,0.0069,0.9938
2.223,0.2657,0.5169,0.6978,0.9899,0.6220,0.0057,0.3762,0.9941
1.303,0.4620,0.5571,0.9552,0.9032,0.1536,0.0011,0.0025,0.9996
3.27,0.2527,1.0000,0.6915,0.9966,0.1761,0.9990,0.7729,0.9992
1.435,0.5021,0.1361,0.8895,0.9920,0.8023,0.0068,0.0030,0.9998
1.267,0.3693,0.7536,0.9926,0.1648,0.8218,0.9948,0.0002,0.9980
1.159,0.3676,0.5364,0.9991,0.5235,0.5545,0.0035,0.0003,0.9987
2.203,0.4813,0.8779,0.5409,0.5454,0.8528,0.0016,0.0036,0.9931
2.204,0.3768,0.0008,0.0046,0.0020,0.9991,0.1655,0.4222,0.9999
2.12,0.0910,0.9987,0.9995,0.7733,0.9604,0.0017,0.0002,0.9990
3.58,0.1878,0.5986,0.9840,0.9990,0.4875,0.8292,0.7627,0.9999
1.328,0.0826,0.9860,0.9990,0.9861,0.9917,0.0026,0.0032,0.9990
1.4,0.0028,0.9942,0.9819,0.9979,0.7240,0.0095,0.0033,0.9890
2.95,0.0716,0.9903,0.9989,0.1698,0.5236,0.0065,0.9968,0.9971
1.197,0.7821,0.8405,0.9531,0.6781,0.3406,0.4167,0.0001,0.9950
3.1,0.1236,0.9995,0.0005,0.9898,0.6180,0.9985,0.9911,0.2694
1.156,0.0230,0.9956,0.9998,0.9847,0.5384,0.0613,0.0036,0.9927
1.84,0.4151,0.9884,0.6374,0.9974,0.9972,0.9970,0.9626,1.0000
2.22,0.1631,0.4353,0.8336,0.9976,0.7725,0.0033,0.0068,0.9959
2.135,0.3425,0.9965,0.9859,0.9970,0.5741,0.9983,0.9941,0.9991
1.541,0.5442,0.3545,0.0015,0.9959,0.2874,0.0036,0.0017,0.9948
1.247,0.0049,0.9896,1.0000,0.6290,0.9975,0.0019,0.9951,0.9970
2.146,0.1334,0.9980,0.9955,0.9985,0.0087,0.7568,0.3190,0.9849
2.174,0.1448,0.7076,0.9910,0.9695,0.9998,0.9977,0.0005,0.9996
1.92,0.0343,0.9967,0.9851,0.9970,0.3313,0.0004,0.0013,0.9864
1.280,0.1609,0.4312,0.9955,0.9989,0.5511,0.0000,0.0131,0.9940
1.81,0.0175,0.9964,0.9911,0.9970,0.5967,0.0144,0.4077,0.9952
1.301,0.0313,0.9969,0.9864,0.9913,0.3487,0.3063,0.0007,0.9971
1.533,0.9838,0.7965,0.4844,0.2162,0.9808,0.3106,0.3407,0.9977
2.190,0.2169,0.9923,0.9915,0.0822,0.2158,0.0023,0.0016,0.9922
3.33,0.1358,0.9991,0.9999,0.0081,0.5858,0.9952,0.9923,0.9857
1.33,0.0030,0.6820,0.9961,0.9466,0.2251,0.0492,0.6924,0.9875
2.42,0.0415,0.9892,0.9999,0.9977,0.3740,0.9979,0.8276,0.9959
1.123,0.0665,0.6108,0.9949,0.9981,0.2462,0.0080,0.0826,0.9993
1.382,0.0788,0.4044,0.5620,0.9994,0.8864,0.1193,0.0004,0.9967
2.134,0.4021,0.8093,0.7659,0.9975,0.8092,0.9885,0.1175,0.9852
2.9,0.0575,0.9933,0.9979,0.9964,0.6103,0.1546,0.9986,0.9970
1.219,0.0693,0.3586,0.2307,0.9401,0.9122,0.2780,0.0050,0.9978
3.29,0.3927,0.0243,0.9953,0.6943,0.9856,0.9972,0.0043,0.9924
1.23,0.0016,0.9994,0.9969,0.9935,0.9999,0.4787,0.0775,0.9985
2.249,0.3852,0.9997,0.9799,0.3876,0.9265,0.0011,0.0002,0.9952
1.91,0.2154,0.9705,0.9833,0.5330,0.0019,0.0033,0.2180,0.9984
2.101,0.0254,0.7726,0.9870,0.9981,0.9958,0.0022,0.4899,0.9967
1.474,0.7683,0.7385,0.9905,0.5485,0.0005,0.9939,0.6640,0.9956
2.126,0.6463,0.0031,0.8642,0.9978,0.0040,0.0022,0.0147,0.9964
2.235,0.0249,0.4302,0.4237,0.9899,0.4981,0.0016,0.0015,0.9919
1.48,0.0209,0.7837,0.8861,0.9971,0.9931,0.0008,0.0052,0.9975
1.112,0.0416,0.8382,0.9993,0.9815,0.9974,0.0001,0.0993,0.9995
1.62,0.0720,0.9907,0.8423,0.8622,0.5471,0.9921,0.0454,0.9997
2.164,0.3780,0.9972,0.9970,0.1165,0.9973,0.9919,0.3157,0.9957
4.5,0.0875,0.8335,0.3827,0.9997,0.8325,0.9991,0.8307,0.9982
2.73,0.0229,0.9954,0.9998,1.0000,0.9781,0.9884,0.9900,0.9998
3.15,0.3071,0.9933,0.9801,0.6369,0.8853,0.0037,0.9993,0.9947
2.151,0.1027,0.9973,0.9997,0.9962,0.9974,0.9852,0.0004,0.7536
2.229,0.6745,0.9992,0.9951,0.0113,0.0100,0.0062,0.0000,0.9980
1.421,0.1598,0.9829,0.9985,0.9912,0.9982,0.0075,0.0011,0.9939
1.14,0.0031,0.5757,0.9991,0.9956,0.9959,0.0019,0.0084,0.9978
2.191,0.4607,0.5619,0.3973,0.9909,0.7076,0.0283,0.0058,0.9975
2.99,0.2356,0.8668,0.9894,0.7973,0.6155,0.9925,0.0078,0.9940
1.356,0.0359,0.9705,0.9821,0.9992,0.5775,0.0050,0.0006,0.9949
2.84,0.3857,0.8268,0.6957,0.9995,0.9999,0.9963,0.0067,0.9914
1.438,1.0000,0.7177,0.7234,0.3376,0.8653,0.5627,0.1847,0.4756
1.342,0.1812,0.9872,0.9778,0.9951,0.9999,0.0285,0.0010,0.9983
1.179,0.0132,0.9931,0.9534,0.9984,0.1671,0.9896,0.0178,0.9973
1.181,0.0301,0.9933,0.9996,0.9929,0.8625,0.0097,0.4167,0.9872
1.101,0.0336,0.6134,0.9861,0.9848,0.6281,0.0030,0.0040,0.9975
2.258,0.0505,0.9967,0.9993,0.9987,0.9972,0.0043,0.8236,0.9952
2.231,0.5519,0.1946,0.2290,0.0081,0.5527,0.9805,0.0018,0.9984
3.23,0.2212,0.0604,0.9999,0.5367,0.0020,0.9834,0.3004,0.9974
1.407,0.7558,0.0010,0.2635,0.0021,0.6561,0.9967,0.0002,0.9994
1.35,0.0094,0.6168,0.6409,0.9932,0.1493,0.0021,0.1198,0.9991
1.423,0.4633,0.4585,0.2645,0.9998,0.7093,0.9959,0.0016,0.9964
2.66,0.0304,0.3738,0.0920,0.9992,0.1101,0.0560,0.0014,0.9959
1.77,0.0133,0.9993,0.9984,0.0015,0.9996,0.0010,0.6180,0.9976
2.111,0.4148,0.4905,0.3200,0.9996,0.7979,0.0033,0.9149,0.9997
1.351,0.0811,0.4657,0.0693,0.4005,0.9942,0.9953,0.0125,0.9987
3.68,0.3209,0.0057,0.0726,0.9982,0.5848,0.0014,0.5551,0.9934
1.170,0.2004,0.9945,0.9956,0.6658,0.3619,0.9925,0.0104,0.9996
1.364,0.6258,0.8859,0.4728,0.9930,0.4896,0.8657,0.0015,0.9974
1.430,0.0600,0.4034,0.9955,0.0759,0.9658,0.0784,0.0036,0.9967
3.66,0.4217,0.9780,0.8379,0.9952,0.9916,0.9758,0.9993,0.9894
1.127,0.6447,0.9991,0.9975,0.0049,0.1650,0.0084,0.9938,0.9971
2.75,0.0467,0.9966,0.9974,0.9881,0.0002,0.1475,0.0337,0.9932
1.130,0.0091,0.6724,0.7635,0.9818,0.2964,0.9374,0.5698,0.9968
1.31,0.0059,0.9986,0.9992,0.9950,0.6640,0.9994,0.2543,0.9988
2.162,0.1975,0.9902,0.0073,0.9981,0.9965,0.9861,0.0064,0.9946
2.108,0.3456,0.0051,0.9952,1.0000,0.0141,0.0112,0.0024,0.9984
2.11,0.2352,0.9990,0.8827,0.4908,0.3081,0.9292,0.1839,0.9977
2.31,0.0990,0.7970,0.9921,0.9933,0.9974,0.5786,0.9982,0.9937
2.23,0.0287,0.6292,0.9948,0.9726,0.9992,0.9983,0.6408,0.9987
1.440,0.4153,0.9967,0.8543,0.9977,0.9354,0.0014,0.0081,0.9965
2.207,0.1921,0.7344,0.9883,0.9980,0.9982,0.0057,0.9962,0.9966
1.0,0.0017,0.9955,0.9955,0.0087,0.9709,0.9988,0.3799,0.9974
2.170,0.6578,0.3630,0.5875,0.7673,0.9930,0.5338,0.0037,0.9977
1.510,0.5121,0.0125,0.6040,0.9985,0.0492,0.0128,0.0000,0.9962
3.41,0.2747,0.7806,0.5138,0.9996,0.3453,0.6828,0.0087,0.9965
2.93,0.5067,0.3311,0.7418,0.5003,0.9986,0.9962,0.4284,0.9887
2.110,0.3442,0.9840,0.9995,0.9995,0.9597,0.9995,0.9800,1.0000
1.139,0.0071,0.9986,0.9885,0.0014,0.9937,0.9962,0.6277,0.9974
1.369,0.5384,0.0104,0.9997,0.9974,0.2644,0.9965,0.0010,0.9941
2.70,0.1089,0.1289,0.8349,0.9960,0.0092,0.0079,0.0017,0.9916
2.176,0.0097,0.9967,0.9982,0.9939,0.6174,0.1559,0.0011,0.9918
1.312,0.2166,0.7292,0.3250,0.9752,0.6386,0.0014,0.0065,0.9972
3.34,0.1825,0.2592,0.8023,0.9921,0.9936,0.5409,0.2749,0.9949
2.122,0.3319,0.9834,0.9998,0.4757,0.6136,0.2004,0.5862,0.9970
1.393,0.0077,0.9981,0.9902,0.6725,0.9930,0.0024,0.0036,0.9842
2.123,0.1293,0.7081,0.9830,0.9936,0.4072,0.0013,0.0003,0.9922
1.71,0.0033,0.9965,0.9944,0.9952,0.9890,0.0015,0.9973,0.9989
2.120,0.4666,0.4562,0.9984,0.3930,0.0001,0.0067,0.4423,0.9996
2.165,0.1183,0.7297,0.9073,0.9860,0.5188,0.0003,0.0101,0.9911
1.3,0.0121,0.9987,0.9988,0.9857,0.1591,0.0021,0.7432,0.9978
1.43,0.0227,0.8796,0.9990,0.8130,0.9868,0.9995,0.0637,0.9943
3.61,0.5163,0.2438,0.9999,0.4094,0.3632,0.3178,0.0023,0.9937
1.266,0.0963,0.9982,0.9996,0.8963,0.7047,0.0478,0.9768,0.9939
2.187,0.1163,0.3239,0.6176,0.9245,0.2335,0.0070,0.0028,0.9913
1.98,0.5046,0.2821,0.9973,0.7346,0.9819,0.1830,0.1752,0.9989
1.113,0.0110,0.9992,0.6157,0.9942,0.7536,0.0996,0.9973,0.9984
1.321,0.1217,0.5853,0.4618,0.9985,0.9898,0.0047,0.0028,0.9981
1.457,0.0418,0.8453,0.9944,0.9986,0.9957,0.0063,0.0030,0.9979
2.180,0.0349,0.5143,0.8694,0.9990,0.2246,0.0282,0.0834,0.9956
2.273,0.3611,0.5795,0.9911,0.9995,0.9951,0.0050,0.0030,0.9941
1.271,0.2617,0.9973,0.6415,0.9980,0.6408,0.0001,0.0038,0.9938
2.3,0.0174,0.9919,0.9995,0.6190,0.7834,0.9997,0.9988,0.9924
1.426,0.0618,0.1864,0.9987,0.9995,0.8889,0.0080,0.0027,0.9943
1.107,0.0540,0.3834,0.8877,0.9087,0.9972,0.0075,0.0004,0.9947
1.155,0.1074,0.5310,0.6288,0.9998,0.9909,0.0005,0.0016,0.9975
2.172,0.4362,0.8086,0.0056,0.9975,0.5353,0.0016,0.6041,0.9964
2.232,0.0324,0.7414,0.9994,0.9944,0.9988,0.0024,0.9880,0.9980
1.213,0.0290,0.7254,0.0028,0.9999,0.9974,0.0078,0.0014,0.9975
