gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
2.284,0.4947,0.5388,0.1494,0.8963,0.9969,0.0362,0.0029,0.9978
3.59,0.1630,0.5216,0.9958,0.1884,0.9990,0.9923,0.0031,0.9978
2.24,0.1448,0.4880,0.9607,0.9985,0.7486,0.0056,0.0070,0.9949
1.311,0.1514,0.6277,0.9853,0.9984,0.9966,0.0011,0.2320,0.9915
2.272,0.3755,0.9970,0.9928,0.9954,0.8423,0.9962,0.4418,0.9954
1.177,0.2526,0.3040,0.3433,0.9985,0.8257,0.0048,0.0025,0.9934
1.449,0.4947,0.0600,1.0000,0.2596,0.7377,0.0182,0.0013,0.9975
1.329,0.5755,0.8915,0.0017,0.9939,0.9584,0.0218,0.0099,0.9932
2.282,0.2204,0.7567,0.9925,0.9824,0.9999,0.0033,0.0013,0.9965
1.419,0.2388,0.9959,0.9978,0.9855,0.0869,0.0060,0.0035,0.9967
2.78,0.3079,0.9908,0.9972,0.7120,0.9965,0.9723,0.8637,0.9963
2.237,0.0816,0.0082,0.9250,0.9983,0.2371,0.9960,0.0001,0.9985
1.265,0.2480,0.6365,0.9874,0.9918,0.2249,0.9986,0.0482,0.9988
1.144,0.0774,0.9979,0.9935,0.9867,0.8415,0.0107,0.2302,0.9993
1.2,0.0000,0.9888,0.0007,0.9997,0.9941,0.0054,0.0972,0.9971
1.276,0.5118,0.9966,0.8675,0.9721,0.0069,0.0078,0.0021,0.9999
1.514,1.0000,0.7418,0.5686,0.9074,0.0389,0.0091,0.8469,0.3852
1.52,0.0875,0.3516,0.9994,0.0042,0.8482,0.9990,0.9902,0.9969
1.538,0.5386,0.2763,0.0778,0.9906,0.0012,0.0037,0.0007,0.9986
3.22,0.1059,0.9939,0.9978,0.5427,0.9797,0.0104,0.9992,0.9936
2.19,0.1162,0.9940,0.9988,0.9740,0.0086,0.4855,0.8584,0.9974
1.452,0.0079,0.1906,0.0035,0.9985,0.3760,0.0018,0.0037,0.9985
2.265,0.0925,0.9975,0.9986,0.4416,0.9952,0.9447,0.0060,0.9981
1.188,0.1487,0.9964,0.9922,0.9993,0.5107,0.9947,0.2262,0.9909
2.48,0.1901,0.9957,0.7314,0.9889,0.0009,0.1764,0.9994,0.6554
4.0,0.1911,0.4097,0.9978,0.8263,0.7713,0.0021,0.9992,0.0057
2.268,0.1466,0.6620,0.9841,0.9959,0.8267,0.0085,0.1208,0.9968
1.367,0.2121,0.1599,0.0116,0.7992,1.0000,0.0027,0.0099,0.9951
2.211,0.1147,0.4464,0.9085,0.8028,0.9866,0.0007,0.0036,0.9986
1.506,0.0766,0.5222,0.7974,0.2910,0.9842,0.0011,0.0036,0.9881
1.454,0.1516,0.1679,0.9914,0.9842,0.3875,0.0009,0.0023,0.9988
1.115,0.4361,0.5647,0.7025,0.9962,0.6489,0.9943,0.0111,0.9959
1.207,0.0487,0.9983,0.9993,0.8087,0.9912,0.0138,0.2194,0.9986
1.427,0.0105,0.0005,0.0176,0.0043,0.9999,0.3590,0.0024,0.9980
1.383,0.3113,0.3838,0.7169,0.9505,0.9434,0.0044,0.0012,0.9976
1.95,0.4283,0.9569,0.3956,0.9981,0.5810,0.0159,0.4140,0.9995
2.50,0.1600,0.9994,0.9970,0.3127,0.2668,0.9941,0.0078,0.9971
2.150,0.4587,0.9789,0.9994,0.8687,0.4812,0.9906,0.1716,0.9924
1.540,0.3234,0.7123,0.6821,0.8341,0.9006,0.0094,0.0026,0.9978
1.502,0.0571,0.8144,0.9995,0.9964,0.8019,0.0037,0.0677,0.9961
1.374,0.2601,0.0222,0.7228,0.9993,0.9979,0.0013,0.0025,0.9928
1.472,0.1354,0.0003,0.4924,0.9926,0.4301,0.0045,0.0080,0.9943
1.376,0.7836,0.1299,0.0051,0.1612,0.4056,0.9944,0.0000,0.9987
1.469,0.9978,0.7723,0.0767,0.1435,0.4122,0.9251,0.3747,0.6109
1.199,0.2533,0.2347,0.9948,0.9948,0.9393,0.0005,0.0186,0.9969
1.157,0.2920,0.6426,0.6660,0.9911,0.8287,0.0064,0.0050,0.9979
2.269,0.1413,0.8891,0.9964,0.9773,0.9956,0.0096,0.0030,0.9977
2.223,0.2630,0.5238,0.7051,0.9980,0.6298,0.0088,0.3855,0.9982
1.303,0.4628,0.5618,0.9995,0.9446,0.1783,0.0007,0.0031,0.9976
3.27,0.2514,0.9929,0.6932,0.9969,0.1826,0.9997,0.7610,0.9974
1.435,0.5291,0.0976,0.7491,0.9141,0.7286,0.0005,0.0021,0.9941
1.267,0.3677,0.7712,0.9954,0.2227,0.8649,0.9936,0.0013,0.9998
1.159,0.3693,0.5347,0.9964,0.4878,0.5454,0.0076,0.0087,0.9995
2.203,0.4809,0.8444,0.5780,0.5348,0.7981,0.0026,0.0038,0.9985
2.204,0.3770,0.0008,0.0010,0.0028,0.9910,0.1472,0.4128,0.9971
2.12,0.0915,0.9954,0.9978,0.7339,0.9797,0.0008,0.0038,0.9974
3.58,0.1862,0.6134,0.9967,0.9957,0.4861,0.9253,0.7716,0.9973
1.328,0.0813,0.9948,0.9981,0.9959,0.9990,0.0049,0.0018,1.0000
1.4,0.0027,0.9995,0.9861,0.9980,0.7314,0.0077,0.0019,0.9992
2.95,0.0717,0.9928,0.9964,0.0559,0.4701,0.0056,0.9899,0.9875
1.197,0.7771,0.7121,0.9251,0.5054,0.2348,0.3343,0.0019,0.9990
3.1,0.1222,0.9956,0.0018,0.9937,0.6249,0.9952,0.9982,0.2897
1.156,0.0093,0.7690,0.9998,0.9927,0.9855,0.0053,0.6302,0.9990
1.84,0.4101,0.9970,0.6160,0.9923,0.9822,0.9968,0.9967,0.9995
2.22,0.1695,0.4548,0.8355,0.9095,0.6890,0.0081,0.0317,0.9986
2.135,0.3419,0.9988,0.9997,0.9982,0.5666,0.9996,0.9978,0.9850
1.541,0.5439,0.3422,0.0014,0.9926,0.2694,0.0124,0.0011,0.9991
1.247,0.0049,0.9957,0.9893,0.5981,0.9952,0.0020,0.9961,0.9944
2.146,0.1314,0.9900,0.9974,0.9865,0.0098,0.8261,0.3276,0.9963
2.174,0.1445,0.6957,0.9999,0.9658,0.9970,0.9979,0.0131,0.9842
1.92,0.0331,0.9931,0.9976,0.9973,0.3348,0.0045,0.0060,0.9999
1.280,0.1606,0.4145,0.9970,0.9959,0.5422,0.0030,0.0026,0.9939
1.81,0.0171,0.9917,0.9974,0.9944,0.5927,0.0189,0.4243,0.9993
1.301,0.0305,0.9965,0.9979,0.9923,0.3560,0.3268,0.0008,0.9870
1.533,0.9838,0.2744,0.1986,0.0488,0.1641,0.2656,0.1656,0.8643
2.190,0.2204,0.9948,0.9802,0.0511,0.1972,0.0004,0.0152,0.9982
3.33,0.1349,0.9740,0.9998,0.0207,0.5946,0.9997,0.9994,0.9949
1.33,0.0030,0.7564,0.9901,0.9978,0.6392,0.0104,0.5126,0.9807
2.42,0.0415,0.9911,0.9999,0.9964,0.3586,0.9950,0.8349,0.9988
1.123,0.0675,0.5763,0.9993,0.9967,0.2615,0.0087,0.0815,0.9872
1.382,0.0791,0.4204,0.5483,0.9835,0.9706,0.4052,0.0009,0.9984
2.134,0.3926,0.8194,0.7570,0.9997,0.8103,0.9991,0.0963,0.9989
2.9,0.0576,0.9981,0.9949,0.9502,0.6117,0.0631,0.9968,0.9978
1.219,0.0693,0.3782,0.3338,0.9246,0.8089,0.2659,0.0013,0.9996
3.29,0.3919,0.0282,0.9721,0.6839,0.9578,0.9980,0.0004,0.9974
1.23,0.0016,0.9959,0.9968,0.9971,0.9953,0.4559,0.0769,0.9945
2.249,0.3867,0.9872,0.9721,0.3619,0.8855,0.0011,0.0124,0.9920
1.91,0.2129,0.9999,0.9889,0.5603,0.0002,0.0038,0.1855,0.9978
2.101,0.0253,0.7768,0.9506,0.9969,0.9996,0.0183,0.4919,0.9971
1.474,0.7681,0.7200,0.9969,0.5558,0.0006,0.9845,0.6826,0.9947
2.126,0.6463,0.0198,0.9081,0.9950,0.0024,0.0091,0.0006,0.9923
2.235,0.0245,0.3733,0.4858,0.9956,0.4771,0.0010,0.0018,0.9946
1.48,0.0208,0.7844,0.8842,0.9986,0.9979,0.0042,0.0040,0.9967
1.112,0.0415,0.8138,0.9955,0.9833,0.9990,0.0003,0.1366,0.9977
1.62,0.0597,0.9842,0.9249,0.9856,0.6226,0.9999,0.0514,0.9965
2.164,0.3783,0.9989,0.9935,0.1198,0.9947,0.9943,0.2934,0.9840
4.5,0.0876,0.8589,0.4015,0.9967,0.8365,0.9990,0.8092,0.9951
2.73,0.0233,0.9957,0.9932,0.9887,0.9492,0.9947,0.9995,0.9965
3.15,0.3068,0.9951,0.9985,0.6029,0.9070,0.0015,0.9947,0.9990
2.151,0.1028,0.9929,0.9989,0.9906,0.9992,0.9996,0.0021,0.7705
2.229,0.6749,0.9805,0.9974,0.0045,0.0018,0.0014,0.0075,0.9988
1.421,0.1565,0.9976,0.9880,0.9935,0.9985,0.0187,0.0041,0.9999
1.14,0.0032,0.5726,0.9978,0.9971,0.9929,0.0021,0.0125,0.9910
2.191,0.4585,0.5945,0.4032,0.9959,0.7151,0.0048,0.0001,0.9996
2.99,0.2346,0.8194,0.9917,0.6525,0.5054,0.9961,0.0066,0.9940
1.356,0.0347,0.9998,0.9990,0.9966,0.5729,0.0045,0.0034,0.9965
2.84,0.3839,0.8252,0.6840,0.9962,0.9962,0.9986,0.0088,0.9926
1.438,1.0000,0.7804,0.1698,0.5228,0.8817,0.9667,0.2349,0.0926
1.342,0.1833,0.9995,0.9988,0.9991,0.9985,0.0194,0.0106,0.9906
1.179,0.0126,0.9957,0.9760,0.9911,0.1526,0.9939,0.0044,0.9946
1.181,0.0298,0.9963,0.9990,0.9923,0.8717,0.0045,0.4253,0.9990
1.101,0.0328,0.6075,0.9913,0.9921,0.6284,0.0016,0.0013,0.9959
2.258,0.0506,0.9967,0.9982,0.9953,0.9966,0.0011,0.8270,0.9962
2.231,0.5500,0.1736,0.1850,0.0027,0.5545,0.9804,0.0049,0.9985
3.23,0.2190,0.0528,0.9957,0.5487,0.0111,0.9989,0.2937,0.9984
1.407,0.7561,0.0015,0.2659,0.0082,0.6824,0.9891,0.0005,0.9975
1.35,0.0093,0.6214,0.6836,0.9987,0.1279,0.0033,0.1105,0.9950
1.423,0.4580,0.4793,0.2569,0.9977,0.7098,0.9973,0.0029,0.9973
2.66,0.0417,0.3926,0.0030,0.9998,0.1410,0.0059,0.0020,0.9983
1.77,0.0134,0.9987,0.9978,0.0050,0.9920,0.0082,0.6157,0.9902
2.111,0.4236,0.6019,0.5993,0.9917,0.8681,0.9966,0.9921,0.9945
1.351,0.0781,0.4696,0.0594,0.3946,0.9975,0.9955,0.0037,0.9974
3.68,0.3819,0.7088,0.3494,0.9922,0.9980,0.0039,0.7025,0.9963
1.170,0.1976,0.9824,0.9935,0.6456,0.3469,0.9976,0.0046,0.9967
1.364,0.6261,0.8973,0.4582,0.9996,0.4895,0.8722,0.0084,0.9982
1.430,0.0570,0.4086,0.9951,0.0838,0.9979,0.1324,0.0015,0.9999
3.66,0.4203,0.9970,0.8736,0.9974,0.9991,0.9992,0.9959,0.9981
1.127,0.6452,0.9961,0.9905,0.0032,0.1562,0.0072,0.9980,0.9953
2.75,0.0467,0.9962,0.9981,0.9782,0.0030,0.1371,0.0724,0.9990
1.130,0.0091,0.7179,0.6836,0.9980,0.2809,0.8348,0.6152,0.9990
1.31,0.0059,0.9975,0.9997,0.9931,0.6764,0.9911,0.2765,0.9996
2.162,0.1971,0.9978,0.0029,0.9973,0.9946,0.9994,0.0021,0.9971
2.108,0.3459,0.0030,0.9836,0.9973,0.0048,0.0055,0.0013,0.9995
2.11,0.2340,0.9955,0.9542,0.5938,0.3142,0.9920,0.0610,0.9971
2.31,0.0977,0.7883,0.9975,0.9967,0.9934,0.5998,0.9963,0.9974
2.23,0.0292,0.6322,0.9961,0.9749,0.9918,0.9945,0.6118,0.9983
1.440,0.4176,0.9949,0.8428,0.9847,0.9327,0.0008,0.0032,0.9998
2.207,0.1923,0.7419,0.9936,0.9947,0.9978,0.0007,0.9970,0.9990
1.0,0.0018,0.9933,0.9802,0.0002,0.9900,0.9954,0.4072,0.9851
2.170,0.6588,0.3661,0.5971,0.7537,0.9963,0.5597,0.0089,0.9987
1.510,0.5123,0.0076,0.6572,0.9984,0.0399,0.0055,0.0140,0.9998
3.41,0.2718,0.7876,0.5229,0.9984,0.3433,0.7540,0.0020,0.9989
2.93,0.5061,0.3278,0.7060,0.5524,0.9999,0.9988,0.4429,0.9989
2.110,0.1296,0.8227,0.9943,0.9940,0.9980,0.0056,0.5422,0.9968
1.139,0.0068,0.9984,0.9970,0.0058,0.9995,0.9985,0.6390,0.9788
1.369,0.5387,0.0048,0.9914,0.9876,0.2655,0.9916,0.0032,0.9951
2.70,0.1070,0.1244,0.8267,0.9899,0.0044,0.0003,0.0055,0.9994
2.176,0.0096,0.9993,0.9873,0.9997,0.6199,0.2065,0.0012,0.9996
1.312,0.2151,0.7661,0.3507,0.9946,0.6361,0.0043,0.0014,0.9946
3.34,0.1843,0.2957,0.7770,0.9966,0.9756,0.4858,0.2273,0.9946
2.122,0.3372,0.9967,0.9854,0.5365,0.6411,0.1216,0.5905,0.9941
1.393,0.0049,0.9929,0.9930,0.4024,0.9932,0.0109,0.0120,0.9997
2.123,0.1296,0.7120,0.9719,0.9998,0.4029,0.0006,0.0118,0.9869
1.71,0.0033,0.9885,0.9980,0.9904,0.9936,0.0032,0.9954,0.9887
2.120,0.4678,0.4530,0.9969,0.3931,0.0018,0.0142,0.4249,0.9973
2.165,0.1176,0.7185,0.9082,0.9922,0.5156,0.0017,0.0073,0.9906
1.3,0.0126,0.9999,0.9867,0.9995,0.1490,0.0152,0.7896,0.9996
1.43,0.0229,0.8850,0.9953,0.8226,0.9935,0.9968,0.0696,0.9956
3.61,0.5153,0.2442,0.9962,0.3948,0.3478,0.3515,0.0009,0.9998
1.266,0.0951,0.9998,0.9986,0.9078,0.7152,0.0462,0.9977,0.9916
2.187,0.1004,0.5497,0.5840,0.9916,0.1518,0.0073,0.0160,0.9912
1.98,0.5027,0.2952,0.9997,0.6927,0.9767,0.3057,0.1279,1.0000
1.113,0.0109,0.9966,0.6480,0.9998,0.7780,0.1591,0.9989,0.9872
1.321,0.1221,0.5745,0.4648,0.9921,0.9802,0.0036,0.0026,0.9999
1.457,0.0419,0.8366,0.9991,0.9976,1.0000,0.0003,0.0062,0.9896
2.180,0.0321,0.5464,0.7452,0.9950,0.3415,0.0116,0.0291,0.9985
2.273,0.3600,0.5696,0.9980,1.0000,0.9917,0.0095,0.0024,0.9973
1.271,0.2608,0.9962,0.6338,0.9898,0.6427,0.0016,0.0027,0.9993
2.3,0.0175,0.9939,0.9938,0.6689,0.8490,0.9900,0.9992,0.9960
1.426,0.0626,0.1918,0.9997,0.9906,0.8945,0.0026,0.0000,0.9943
1.107,0.0540,0.4030,0.8895,0.9239,0.9982,0.0196,0.0005,1.0000
1.155,0.1071,0.5311,0.6188,0.9930,0.9997,0.0015,0.0061,0.9971
2.172,0.4446,0.9182,0.0581,0.9217,0.3671,0.0050,0.6432,0.9974
2.232,0.0331,0.7406,0.9925,0.9959,0.9978,0.0133,0.9789,0.9958
1.213,0.0288,0.7111,0.0015,0.9855,0.9969,0.0021,0.0005,0.9985
